childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,codsec1,act1,months1,diasmes1,seman1,days1,hours1,codsec2,act2,months2,diasmes2,seman2,days2,hours2,act3,codsec3,months3,diasmes3,seman3,days3,hours3,acting,sleep,chcare,hhchore,npaywork,paywork,school,study,play,occuppat,incamnt,inctime,bonus,bonamnt,bontime,remun,remamnt,remtime,occyrs,occmths
PE061002,0,5,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Poorly,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,4,1,8,,,,,,,,,,,
PE061002,1,52,male,Biological parent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061002,2,39,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,552,Independent merchant,12,28,4,7,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,30,Day,N/A,-88,N/A,N/A,-88,N/A,0,6
PE061002,3,17,female,Brother/sister,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061002,4,12,female,Brother/sister,"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,552,Non-remunerated Household members,12,24,4,6,4,N/A,-88,88,88,88,88,88,None,10,2,3,0,0,5,2,2,,,,,,,,,,,
PE061003,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,11,0,0,0,0,4,2,2,,,,,,,,,,,
PE061003,1,24,male,Biological parent,"Yes, still lives in household",Incomplete Technical college,No,,,,,,,,,No disability,551,Waged worker,5,26,4,6,13,552,Waged worker,4,24,4,6,8,Self-employed (services),602,2,28,4,7,11,First activity,,,,,,,,,Dependent,670,Month,No,-88,N/A,No,-88,N/A,3,0
PE061003,2,22,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061003,3,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061004,0,5,male,YL Child,"Yes, still lives in household",,,None,No,Ill-treatment/abuse from teachers,4,4,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,2,0,0,5,0,1,,,,,,,,,,,
PE061004,1,42,female,Biological parent,"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,642,Self-employed (small manufacturing business),12,28,4,7,13,-88,Household chores/Housewife,88,88,88,88,88,Waged worker,801,9,20,4,5,4,First activity,,,,,,,,,Independent,900,Month,N/A,-88,N/A,N/A,-88,N/A,0,7
PE061004,2,21,male,Half-sibling (same mother),"Yes, still lives in household",Complete Technical college,No,,,,,,,,,No disability,751,Waged worker,1,24,4,6,13,921,Waged worker,8,24,4,6,13,Non-remunerated Household members,521,2,28,4,7,13,Second activity,,,,,,,,,Dependent,550,Month,Yes,200,Year,Yes,20,Year,0,8
PE061004,3,16,female,Half-sibling (same mother),"Yes, still lives in household",,,11,"Yes, attending regularly",N/A,88,5,Public or the national government,Excellent,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,521,Non-remunerated Household members,11,28,4,7,4,N/A,-88,88,88,88,88,88,None,8,0,2,4,0,5,1,1,,,,,,,,,,,
PE061004,4,11,male,Half-sibling (same mother),"Yes, still lives in household",,,6,"Yes, attending regularly",N/A,88,5,Public or the national government,Good,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,521,Non-remunerated Household members,10,12,4,3,4,Household chores/Housewife,-88,88,88,88,88,88,None,8,0,2,3,0,5,1,1,,,,,,,,,,,
PE061004,5,10,female,Half-sibling (same mother),"Yes, still lives in household",,,5,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Excellent,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,8,0,2,0,0,5,1,1,,,,,,,,,,,
PE061005,0,5,female,YL Child,"Yes, still lives in household",,,None,No,Fees too expensive,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,0,0,5,,,,,,,,,,,
PE061005,1,22,male,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,452,Waged worker,12,20,4,5,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,90,Week,No,-88,N/A,No,-88,N/A,2,0
PE061005,2,22,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,525,Independent merchant,11,28,4,7,4,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,30,Day,N/A,-88,N/A,N/A,-88,N/A,3,0
PE061005,3,71,male,Paternal grandparent,"Yes, still lives in household",4,No,,,,,,,,,Other,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061005,4,70,female,Paternal grandparent,"Yes, still lives in household",5,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061005,5,41,male,Uncle/Aunt,"Yes, still lives in household",3,No,,,,,,,,,No disability,452,Waged worker,12,24,4,6,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,90,Week,No,-88,N/A,No,-88,N/A,5,0
PE061005,6,26,male,Uncle/Aunt,"Yes, still lives in household",11,No,,,,,,,,,No disability,921,Waged worker,12,24,4,6,3,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,100,Week,No,-88,N/A,No,-88,N/A,5,0
PE061005,7,14,female,Cousin,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,3,,,,,,,,,,,
PE061005,8,14,female,Cousin,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,6,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,3,,,,,,,,,,,
PE061005,9,0,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061006,0,5,female,YL Child,"Yes, still lives in household",,,None,No,Fees too expensive,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,12,0,0,0,0,0,0,6,,,,,,,,,,,
PE061006,1,30,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,Some difficulty with physical work,552,Waged worker,9,24,4,6,10,452,Waged worker,3,24,4,6,8,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,500,Month,No,-88,N/A,Yes,3,Day,10,0
PE061006,2,27,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061006,3,52,male,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,4,53,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,5,33,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,6,10,female,Cousin,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,7,21,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,8,16,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,9,27,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,10,20,male,"Other, unrelated","No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061006,11,3,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061006,12,1,female,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061007,0,5,female,YL Child,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,0,0,6,,,,,,,,,,,
PE061007,1,39,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,525,Independent merchant,2,4,4,1,14,602,Self-employed (services),6,20,4,5,8,Self-employed (services),452,2,6,1,6,8,First activity,,,,,,,,,Independent,300,Two weeks,N/A,-88,N/A,N/A,-88,N/A,0,2
PE061007,2,33,female,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,525,Non-remunerated Household members,2,12,4,3,6,525,Independent merchant,1,24,4,6,2,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,8,Day,N/A,-88,N/A,N/A,-88,N/A,0,1
PE061007,3,13,female,Brother/sister,"Yes, still lives in household",,,7,"Yes, attending regularly",N/A,88,5,Public or the national government,Reasonably well,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,2,3,0,0,6,2,1,,,,,,,,,,,
PE061007,15,8,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,5,Public or the national government,Reasonably well,Good,No disability,525,Non-remunerated Household members,1,24,4,6,2,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,1,1,0,0,5,2,1,,,,,,,,,,,
PE061008,0,4,female,YL Child,"Yes, still lives in household",,,None,No,School entrance fee is high,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,0,1,4,,,,,,,,,,,
PE061008,1,31,male,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,11,"Waged worker (agriculture, cattle farmer, fishing)",12,24,4,6,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,120,Week,No,-88,N/A,Yes,15,Day,9,3
PE061008,2,23,female,Biological parent,"Yes, still lives in household",5,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061009,0,5,female,YL Child,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,0,1,12,,,,,,,,,,,
PE061009,1,29,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,602,Self-employed (services),12,30,4,7,10,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,25,Day,N/A,-88,N/A,N/A,-88,N/A,2,0
PE061009,2,24,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061009,15,4,male,Brother/sister,"Yes, still lives in household",,,None,No,29,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,1,0,0,1,12,,,,,,,,,,,
PE061010,0,4,female,YL Child,"Yes, still lives in household",,,None,No,Books etc.too expensive,88,88,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,0,0,5,,,,,,,,,,,
PE061010,1,30,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,602,Self-employed (services),11,28,4,7,10,11,Self-employed farmer (own plot),1,8,4,2,10,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,30,Day,N/A,-88,N/A,N/A,-88,N/A,9,0
PE061010,2,25,female,Biological parent,"Yes, still lives in household",8,No,,,,,,,,,No disability,525,Independent merchant,12,28,4,7,5,525,Independent merchant,12,12,4,3,1,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,75,Month,N/A,-88,N/A,N/A,-88,N/A,2,0
PE061010,15,7,male,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,5,Public or the national government,Reasonably well,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,1,1,0,0,5,2,2,,,,,,,,,,,
PE061011,0,4,female,YL Child,"Yes, still lives in household",,,None,No,Ill-treatment/abuse from teachers,4,4,N/A,N/A,N/A,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,2,2,0,0,0,3,7,,,,,,,,,,,
PE061011,1,21,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061011,2,53,male,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,3,44,female,Maternal grandparent,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,4,25,female,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,5,23,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,6,19,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,7,15,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,8,24,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,15,8,female,Cousin,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061011,16,23,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,602,Self-employed (services),12,30,4,7,14,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,50,Day,N/A,-88,N/A,N/A,-88,N/A,3,0
PE061011,17,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061012,0,4,male,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,12,0,0,0,0,4,1,3,,,,,,,,,,,
PE061012,1,49,male,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,452,Waged worker,2,24,4,6,12,930,Self-employed (services),10,24,4,6,15,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,550,Month,No,-88,N/A,No,-88,N/A,3,2
PE061012,2,41,female,Biological parent,"Yes, still lives in household",6,No,,,,,,,,,No disability,181,Self-employed (services),8,8,4,2,6,525,Independent merchant,2,28,4,7,4,Independent merchant,525,9,12,4,3,1,First activity,,,,,,,,,Independent,500,Week,N/A,-88,N/A,N/A,-88,N/A,25,0
PE061012,3,22,female,Half-sibling (same mother),"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061012,4,19,male,Brother/sister,"Yes, still lives in household",10,No,,,,,,,,,No disability,452,Waged worker,4,24,4,6,10,921,Self-employed (services),8,6,2,3,3,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,15,Day,No,-88,N/A,No,-88,N/A,2,0
PE061013,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,1,0,0,5,1,2,,,,,,,,,,,
PE061013,1,53,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,454,Waged worker,12,20,4,5,8,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,3000,Month,No,-88,N/A,No,-88,N/A,16,0
PE061013,2,34,female,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,-88,Household chores/Housewife,88,88,88,88,88,525,Independent merchant,7,28,4,7,8,N/A,-88,88,88,88,88,88,Second activity,,,,,,,,,Independent,20,Day,N/A,-88,N/A,N/A,-88,N/A,3,0
PE061013,3,16,male,Half-sibling (same mother),"Yes, still lives in household",,,9,"Yes, attending regularly",N/A,88,4,Public or the national government,Good,Reasonably okay,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,525,Non-remunerated Household members,7,28,4,7,2,N/A,-88,88,88,88,88,88,None,10,1,2,0,0,6,3,1,,,,,,,,,,,
PE061013,4,28,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061013,5,39,male,Uncle/Aunt,"No, lives elsewhere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE061013,6,1,male,Brother/sister,"Yes, still lives in household",,,,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061014,0,5,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,10,0,0,0,0,4,1,2,,,,,,,,,,,
PE061014,1,61,male,Biological parent,"Yes, still lives in household",Complete University,"Yes, attending regularly",,,,,,,,,No disability,749,Self-employed (services),5,20,4,5,12,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Independent,800,Month,N/A,-88,N/A,N/A,-88,N/A,0,5
PE061014,2,44,female,Biological parent,"Yes, still lives in household",Complete University,"Yes, attending regularly",,,,,,,,,No disability,809,Waged worker,9,20,4,5,5,-88,Household chores/Housewife,88,88,88,88,88,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,1100,Month,Yes,660,Year,No,-88,N/A,17,0
PE061014,3,21,female,Half-sibling (same mother),"Yes, still lives in household",Incomplete University,"Yes, attending regularly",,,,,,,,,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,,,,,,,,,,,,,,,,,,,
PE061014,15,7,female,Brother/sister,"Yes, still lives in household",,,1,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,5,1,2,,,,,,,,,,,
PE061015,0,4,female,YL Child,"Yes, still lives in household",,,None,"Yes, attending regularly",N/A,88,3,Public or the national government,Good,Good,No disability,-88,Dependent living at home (child or retired elder),88,88,88,88,88,-88,N/A,88,88,88,88,88,N/A,-88,88,88,88,88,88,None,9,0,0,0,0,5,2,1,,,,,,,,,,,
PE061015,1,46,male,Biological parent,"Yes, still lives in household",11,No,,,,,,,,,No disability,851,Waged worker,12,24,4,6,8,602,Self-employed (services),2,1,1,1,7,N/A,-88,88,88,88,88,88,First activity,,,,,,,,,Dependent,480,Month,Yes,600,Year,No,-88,N/A,22,0
