childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play
VN030035,16,6,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,6,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,1,9
VN030035,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,other unpaid activity,2,10,2,household dependent,88,88,88,n/a,88,88,88,9,2,0,0,0,4,1,8
VN030035,3,10,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,7,government school,poorly,good,no disability,other unpaid activity,4,15,3,household dependent,88,88,88,n/a,88,88,88,9,2,0,1,0,4,2,6
VN030035,2,28,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,6,5,self-employed (livestock),12,10,1,household chores,12,30,4,88,88,88,88,88,88,88,88
VN030035,1,30,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,20,8,self-employed (livestock),12,25,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030036,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,1,8
VN030036,15,6,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,2,0,0,0,4,1,7
VN030036,3,15,male,half-sibling (same mother),"yes, still lives in household",n/a,n/a,6,no,disability/illness,99,6,nk,nk,nk,able to work full-time but only work requiring no physical activity,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,0,0,14
VN030036,2,41,female,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,30,2,household chores,12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030036,1,41,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),10,8,8,household chores,10,5,2,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030037,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,2,7
VN030037,15,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,5,2,7
VN030037,4,13,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,6,10,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,2,7
VN030037,3,17,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,10,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,other unpaid activity,12,15,4,household dependent,88,88,88,n/a,88,88,88,9,0,0,4,0,4,2,5
VN030037,2,37,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,30,4,household chores,12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030037,1,37,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,30,6,self-employed (livestock),12,30,3,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030038,3,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,able to work full-time but only work requiring no physical activity,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030038,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,2,0,0,0,3,1,8
VN030038,2,27,male,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,20,6,self-employed (livestock),12,26,2,wage employment (non-agriculture),12,15,4,88,88,88,88,88,88,88,88
VN030038,1,28,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,29,5,self-employed (food crops),10,8,4,self-employed (non-food agriculture),6,7,6,88,88,88,88,88,88,88,88
VN030039,7,1,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030039,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,2,7
VN030039,6,16,male,uncle/aunt,"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN030039,5,20,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030039,3,22,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,15,7,self-employed (livestock),12,30,4,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030039,4,24,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,10,8,self-employed (livestock),12,30,4,household chores,12,30,4,88,88,88,88,88,88,88,88
VN030039,2,27,female,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030039,1,63,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030040,3,3,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030040,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,3,1,9
VN030040,7,16,male,uncle/aunt,"yes, still lives in household",n/a,n/a,9,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,4,15,1,household dependent,88,88,88,n/a,88,88,88,8,0,1,0,0,4,4,7
VN030040,6,20,female,uncle/aunt,"yes, still lives in household",11,"yes, attending regularly",n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,other unpaid activity,10,20,2,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030040,5,26,female,uncle/aunt,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,regular salaried employment,12,24,3,self-employed (non-food agriculture),12,25,3,self-employed (livestock),12,10,1,88,88,88,88,88,88,88,88
VN030040,2,27,male,biological parent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030040,1,30,female,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030040,4,54,female,maternal grandparent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,29,3,self-employed (non-food agriculture),12,20,2,self-employed (livestock),12,25,2,88,88,88,88,88,88,88,88
VN030041,3,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030041,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household chores,11,20,5,household dependent,88,88,88,n/a,88,88,88,10,6,0,0,0,3,1,4
VN030041,2,27,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,10,8,self-employed (food crops),9,10,8,household chores,12,29,2,88,88,88,88,88,88,88,88
VN030041,1,30,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,capable of most types of full-time work but some difficulty with physical work,wage employment (non-agriculture),11,15,8,self-employed (food crops),12,10,7,self-employed (livestock),2,20,2,88,88,88,88,88,88,88,88
VN030042,6,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030042,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,3,1,9
VN030042,5,9,male,brother/sister (both parents the same),person has died,n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77
VN030042,4,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,12,20,2,household dependent,88,88,88,n/a,88,88,88,9,2,1,0,0,4,2,6
VN030042,3,31,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,12,5,self-employed (livestock),10,15,4,household chores,12,29,3,88,88,88,88,88,88,88,88
VN030042,2,37,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),12,18,6,self-employed (livestock),12,26,3,wage employment (non-agriculture),3,5,8,88,88,88,88,88,88,88,88
VN030042,1,68,female,paternal grandparent,"yes, still lives in household",adult literacy,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030043,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,2,8
VN030043,15,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,10,10,1,household dependent,88,88,88,n/a,88,88,88,9,1,1,0,0,4,3,6
VN030043,3,12,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,12,10,2,household dependent,88,88,88,n/a,88,88,88,8,2,2,0,0,4,4,4
VN030043,2,35,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),9,20,6,self-employed (non-food agriculture),4,10,5,household chores,12,30,2,88,88,88,88,88,88,88,88
VN030043,1,35,male,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),8,20,8,self-employed (non-food agriculture),4,12,6,self-employed (livestock),8,3,2,88,88,88,88,88,88,88,88
VN030044,3,1,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030044,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,4,1,10
VN030044,1,25,male,biological parent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),4,7,8,wage employment (non-agriculture),3,8,8,self-employed (livestock),5,8,5,88,88,88,88,88,88,88,88
VN030044,2,25,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),3,5,6,household chores,12,30,2,self-employed (livestock),6,12,2,88,88,88,88,88,88,88,88
VN030046,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,0,2,11
VN030046,3,10,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,4,10,3,household dependent,88,88,88,n/a,88,88,88,9,1,2,0,0,4,4,4
VN030046,2,32,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,14,5,self-employed (non-food agriculture),8,15,3,household chores,12,28,2,88,88,88,88,88,88,88,88
VN030046,1,42,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (non-food agriculture),6,15,6,self-employed (livestock),5,10,2,self-employed (services),4,20,8,88,88,88,88,88,88,88,88
VN030047,3,0,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030047,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,2,8
VN030047,2,27,female,biological parent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88
VN030047,1,32,male,biological parent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),12,30,5,household chores,12,30,8,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030048,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,4,3,7
VN030048,15,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,3,15,1,household dependent,88,88,88,n/a,88,88,88,10,0,1,0,0,4,3,6
VN030048,5,10,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,4,20,2,household dependent,88,88,88,n/a,88,88,88,9,0,2,0,0,4,3,6
VN030048,4,12,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,6,17,3,household dependent,88,88,88,n/a,88,88,88,9,1,2,0,0,4,4,4
VN030048,3,16,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,7,no,banned because failed to achieve necessary grade,14,7,nk,nk,nk,no disability,other unpaid activity,6,15,5,household chores,3,10,6,n/a,88,88,88,8,4,2,5,0,0,0,5
VN030048,2,32,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,10,6,self-employed (livestock),6,15,3,household chores,12,20,1,88,88,88,88,88,88,88,88
VN030048,1,36,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),7,12,7,wage employment (non-agriculture),8,20,7,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030049,4,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030049,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,11,0,0,0,0,4,2,7
VN030049,3,23,male,uncle/aunt,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,cannot work but able to care for themselves,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030049,2,24,female,biological parent,"yes, still lives in household",2,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),10,10,15,household chores,12,30,4,self-employed (livestock),6,30,2,88,88,88,88,88,88,88,88
VN030049,1,25,male,biological parent,"yes, still lives in household",3,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),4,20,8,self-employed (livestock),6,20,5,n/a,88,88,88,88,88,88,88,88,88,88,88
VN030050,16,2,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77
VN030050,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,4,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,12,0,0,0,0,0,0,12
VN030050,15,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,7,government school,reasonably well,good,no disability,household chores,6,15,3,household dependent,88,88,88,n/a,88,88,88,9,1,2,0,0,4,3,5
VN030050,3,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,6,government school,reasonably well,good,no disability,household chores,8,20,4,household dependent,88,88,88,n/a,88,88,88,8,2,2,0,0,4,3,5
VN030050,2,31,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),5,12,5,wage employment (non-agriculture),7,15,7,household chores,12,30,2,88,88,88,88,88,88,88,88
