formno,childid,id,age,memsex,relate,livhse,grade,still,chgrade,chstill,whynot,agegrade,agestsch,hhschtyp,perf,schoolen,disab,act1,months1,days1,hours1,act2,months2,days2,hours2,act3,months3,days3,hours3,sleep,chcare,hhchore,npaywork,paywork,school,study,play,inegsday,inegwage,inegchld,inegvill,inegcomp
,IN070077,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070077,28,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070077,2,30,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,wage employment (agriculture),1,6,8,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070077,1,34,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,3,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070078,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,no,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,3,0,6,-77,-77,nk,nk,nk
,IN070078,4,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,no,need to stay home to look after siblings,10,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,9,1,4,2,0,0,0,5,-77,-77,nk,nk,nk
,IN070078,3,14,female,brother/sister (both parents the same),"no, lives elsewhere",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070078,2,32,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,wage employment (agriculture),88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070078,1,39,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,7,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070079,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,4,-77,-77,nk,nk,nk
,IN070079,3,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,3,4,-77,-77,nk,nk,nk
,IN070079,2,26,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070079,1,31,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,30,1,female,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070080,29,2,female,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070080,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,5,2,5,-77,-77,nk,nk,nk
,IN070080,28,8,male,cousin,"yes, still lives in household",n/a,n/a,2,"yes, attending regularly",n/a,88,5,private,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,4,4,-77,-77,nk,nk,nk
,IN070080,19,9,female,cousin,"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,7,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,4,4,-77,-77,nk,nk,nk
,IN070080,18,11,male,cousin,"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,7,private,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,1,0,0,6,4,4,-77,-77,nk,nk,nk
,IN070080,17,12,female,cousin,"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,7,private,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,1,0,0,6,3,4,-77,-77,nk,nk,nk
,IN070080,16,13,male,cousin,"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,6,private,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,2,4,-77,-77,nk,nk,nk
,IN070080,15,14,male,cousin,"yes, still lives in household",n/a,n/a,7,"yes, attending regularly",n/a,88,5,private,good,excellent,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,2,4,-77,-77,nk,nk,nk
,IN070080,14,15,male,cousin,"yes, still lives in household",n/a,n/a,9,"yes, attending regularly",n/a,88,6,private,good,excellent,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,0,0,0,0,6,4,5,-77,-77,nk,nk,nk
,IN070080,13,22,female,cousin,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,12,26,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,11,27,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,3,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,10,28,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,9,31,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,8,33,male,biological parent,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,5,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,7,34,female,uncle/aunt,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,6,34,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,5,36,male,uncle/aunt,"yes, still lives in household",12,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,5,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,3,39,female,uncle/aunt,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,10,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,4,39,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,5,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,2,47,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,5,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070080,1,59,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (livestock),12,7,4,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070081,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN070081,28,8,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,private,excellent,excellent,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,6,-77,-77,nk,nk,nk
,IN070081,4,26,female,biological parent,"yes, still lives in household",7,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070081,3,34,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,7,12,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070081,2,66,female,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070081,1,74,male,paternal grandparent,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,12,2,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070082,13,2,male,cousin,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070082,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,8,n/a,88,88,88,n/a,88,88,88,10,1,0,0,0,6,0,5,-77,-77,nk,nk,nk
,IN070082,11,9,male,cousin,"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,1,0,0,0,6,1,5,-77,-77,nk,nk,nk
,IN070082,10,12,male,cousin,"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,9,1,0,0,0,6,1,5,-77,-77,nk,nk,nk
,IN070082,15,19,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,14,22,female,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,9,26,female,biological parent,"yes, still lives in household",6,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,8,30,male,uncle/aunt,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,8,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,7,32,male,uncle/aunt,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,6,32,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,5,35,male,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,4,39,male,uncle/aunt,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),12,6,9,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,3,64,female,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,2,72,male,paternal grandparent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070082,1,99,female,great-grandparent (father's side),person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070083,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,4,-77,-77,nk,nk,nk
,IN070083,28,7,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070083,5,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,4,"yes, attending regularly",n/a,88,5,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070083,4,12,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,5,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,1,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070083,3,32,female,biological parent,"yes, still lives in household",4,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),3,7,8,wage employment (agriculture),5,7,7,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070083,2,39,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (business),3,7,8,wage employment (agriculture),5,7,7,wage employment (non-agriculture),3,7,7,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070083,1,64,female,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070084,0,4,male,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,5,-77,-77,nk,nk,nk
,IN070084,28,7,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,6,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,5,-77,-77,nk,nk,nk
,IN070084,4,29,female,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,5,regular salaried employment,12,6,6,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070084,3,34,male,biological parent,"yes, still lives in household",9,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,6,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070084,2,59,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070084,1,72,male,paternal grandparent,"yes, still lives in household",8,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070085,6,4,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070085,0,5,female,yl child,"yes, still lives in household",n/a,n/a,none,no,child still in pre-school,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,6,-77,-77,nk,nk,nk
,IN070085,5,26,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070085,4,26,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070085,3,28,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070085,2,30,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (services),12,7,10,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070085,1,54,female,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070086,6,3,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,n/a,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070086,0,5,male,yl child,"yes, still lives in household",n/a,n/a,none,"yes, attending regularly",n/a,88,5,government school,reasonably well,reasonably ok,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,5,2,5,-77,-77,nk,nk,nk
,IN070086,5,25,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),4,3,8,self-employed (services),12,2,5,wage employment (agriculture),1,4,8,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070086,4,29,female,uncle/aunt,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070086,3,32,male,biological parent,"yes, still lives in household",1,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (non-agriculture),6,5,8,self-employed (services),12,2,6,wage employment (agriculture),1,4,8,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070086,2,64,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070086,1,79,male,paternal grandparent,person has died,nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070087,0,5,male,yl child,"yes, still lives in household",n/a,n/a,1,"yes, attending regularly",n/a,88,5,government school,reasonably well,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,1,3,-77,-77,nk,nk,nk
,IN070087,28,8,male,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,5,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,10,0,0,0,0,6,2,3,-77,-77,nk,nk,nk
,IN070087,3,29,female,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,3,wage employment (agriculture),3,7,7,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070087,2,36,male,biological parent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,self-employed (food crops),6,7,3,wage employment (agriculture),4,7,7,self-employed (livestock),12,7,2,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070087,1,56,female,paternal grandparent,"yes, still lives in household",none,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070088,0,4,female,yl child,"yes, still lives in household",n/a,n/a,nk,nk,nk,77,77,nk,nk,nk,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,77,77,77,77,77,77,77,77,-77,-77,nk,nk,nk
,IN070088,6,9,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,3,"yes, attending regularly",n/a,88,5,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,1,4,-77,-77,nk,nk,nk
,IN070088,5,11,female,brother/sister (both parents the same),"yes, still lives in household",n/a,n/a,5,"yes, attending regularly",n/a,88,5,government school,good,good,no disability,household dependent,88,88,88,n/a,88,88,88,n/a,88,88,88,8,0,0,0,0,6,1,3,-77,-77,nk,nk,nk
,IN070088,4,28,male,uncle/aunt,"no, lives elsewhere",nk,nk,n/a,n/a,n/a,88,88,n/a,n/a,n/a,nk,nk,77,77,77,nk,77,77,77,nk,77,77,77,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070088,3,31,female,biological parent,"yes, still lives in household",10,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,household chores,12,7,4,wage employment (agriculture),4,7,6,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
,IN070088,2,34,male,biological parent,"yes, still lives in household",5,no,n/a,n/a,n/a,88,88,n/a,n/a,n/a,no disability,wage employment (agriculture),3,7,6,n/a,88,88,88,n/a,88,88,88,88,88,88,88,88,88,88,88,-77,-77,nk,nk,nk
