hh_id,indiv_id,age_5y,sex_5y,relate_5y,age_8y,sex_8y,relate_8y,age_12y,sex_12y,relate_12y
PE071079,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071079,1,33,Female,Biological parent,36,Female,Biological parent,40,Female,Biological parent
PE071079,2,37,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE071079,3,16,Male,Brother/sister,19,Male,Brother/sister,23,Male,Brother/sister
PE071079,4,14,Male,Brother/sister,17,Male,Brother/sister,21,Male,Brother/sister
PE071079,5,80,Female,Paternal grandparent,,,,,Female,Paternal grandparent
PE071079,6,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE071080,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071080,1,31,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE071080,2,27,Female,Biological parent,30,Female,Biological parent,33,Female,Biological parent
PE071080,3,,,,,,,3,Male,Brother/sister
PE071081,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE071081,1,24,Male,Biological parent,27,Male,Biological parent,31,Male,Biological parent
PE071081,2,23,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE071081,3,43,Female,Maternal grandparent,49,Female,Maternal grandparent,53,Female,Maternal grandparent
PE071082,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071082,1,35,Male,Biological parent,38,Male,Biological parent,42,Male,Biological parent
PE071082,2,33,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE071082,3,14,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE071082,4,62,Female,Maternal grandparent,,,,,Female,
PE071082,5,1,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE071082,6,0,Male,Brother/sister,2,Male,Brother/sister,6,Male,Brother/sister
PE071083,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071083,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE071083,2,31,Female,Biological parent,34,Female,Biological parent,39,Female,Biological parent
PE071083,3,9,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE071083,4,56,Female,Paternal grandparent,59,Female,Paternal grandparent,63,Female,Paternal grandparent
PE071083,5,64,Male,Paternal grandparent,,,,,Male,Paternal grandparent
PE071083,6,23,Male,Uncle/Aunt,,,,,Male,Uncle/Aunt
PE071083,7,18,Male,Uncle/Aunt,21,Male,Uncle/Aunt,25,Male,Uncle/Aunt
PE071083,8,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE071083,9,,,,,,,2,Male,Brother/sister
PE071083,10,,,,,,,2,Male,Brother/sister
PE071084,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071084,1,36,Male,Biological parent,39,Male,Biological parent,43,Male,Biological parent
PE071084,2,31,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE071084,15,8,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE071085,0,5,Male,YL Child,,,,11,Male,YL Child
PE071085,1,29,Male,Biological parent,,,,35,Male,Biological parent
PE071085,2,27,Female,Biological parent,,,,33,Female,Biological parent
PE071086,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071086,1,31,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE071086,2,28,Female,Biological parent,30,Female,Biological parent,34,Female,Biological parent
PE071086,3,0,Female,Brother/sister,2,Female,Brother/sister,6,Female,Brother/sister
PE071086,4,,,,,,,2,Female,Brother/sister
PE071087,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071087,1,22,Female,Biological parent,25,Female,Biological parent,28,Female,Biological parent
PE071087,2,49,Female,Maternal grandparent,52,Female,Maternal grandparent,57,Female,Maternal grandparent
PE071087,3,18,Male,Uncle/Aunt,20,Male,Uncle/Aunt,24,Male,Uncle/Aunt
PE071087,4,14,Male,Uncle/Aunt,17,Male,Uncle/Aunt,21,Male,Uncle/Aunt
PE071087,5,0,Male,Half-sibling (same mother),2,Male,Half-sibling (same mother),6,Male,Half-sibling (same mother)
PE071088,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE071088,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE071088,2,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE071088,3,1,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE071089,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071089,1,32,Male,Biological parent,,,,,Male,Biological parent
PE071089,2,32,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE071089,3,12,Male,Brother/sister,,,,,Male,Brother/sister
PE071089,4,11,Male,Brother/sister,,,,,Male,Brother/sister
PE071089,5,3,Male,Brother/sister,6,Male,Brother/sister,10,Male,Brother/sister
PE071089,6,56,Female,Other relative,59,Female,Other relative,62,Female,Other relative
PE071089,7,20,Male,Uncle/Aunt,23,Male,Uncle/Aunt,28,Male,Uncle/Aunt
PE071090,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE071090,1,37,Female,Biological parent,40,Female,Biological parent,44,Female,Biological parent
PE071090,2,69,Male,Maternal grandparent,,,,82,Male,
PE071090,3,73,Female,Maternal grandparent,,,,85,Female,
PE071090,4,26,Male,Cousin,30,Male,Cousin,35,Male,Cousin
PE071090,5,35,Male,Uncle/Aunt,,,,36,Male,
PE071090,6,52,Male,Biological parent,58,Male,Biological parent,57,Male,Biological parent
PE071090,7,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE071091,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE071091,1,26,Male,Biological parent,28,Male,Biological parent,32,Male,Biological parent
PE071091,2,29,Female,Biological parent,31,Female,Biological parent,34,Female,Biological parent
PE071091,3,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE071091,4,74,Female,Maternal grandparent,,,,,Female,
PE071091,5,0,Female,Cousin,2,Female,Adoptive brother/sister,6,Female,Adoptive brother/sister
PE071091,6,,,,,,,0,Female,Nephew/Niece
PE071092,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071092,1,30,Male,Biological parent,32,Male,Biological parent,36,Male,Biological parent
PE071092,2,32,Female,Biological parent,35,Female,Biological parent,37,Female,Biological parent
PE071092,3,59,Male,Maternal grandparent,62,Male,Maternal grandparent,66,Male,Maternal grandparent
PE071092,4,52,Female,Maternal grandparent,55,Female,Maternal grandparent,58,Female,Maternal grandparent
PE071092,5,22,Male,Uncle/Aunt,25,Male,Uncle/Aunt,29,Male,Uncle/Aunt
PE071092,6,3,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE071092,7,,,,,,,3,Female,Brother/sister
PE071093,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071093,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE071093,2,23,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE071093,3,29,Female,Uncle/Aunt,,,,37,Female,Uncle/Aunt
PE071093,4,23,Female,Uncle/Aunt,,,,30,Female,Uncle/Aunt
PE071093,5,19,Female,Uncle/Aunt,21,Female,Uncle/Aunt,25,Female,Uncle/Aunt
PE071093,6,16,Male,Uncle/Aunt,,,,21,Male,Uncle/Aunt
PE071093,7,14,Female,Uncle/Aunt,16,Female,Uncle/Aunt,20,Female,Uncle/Aunt
PE071093,8,,,,2,Female,Brother/sister,6,Female,Brother/sister
PE071094,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071094,1,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE071094,2,26,Female,Biological parent,29,Female,Biological parent,33,Female,Biological parent
PE071094,15,8,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE071095,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071095,1,37,Male,Biological parent,,,,45,Male,Biological parent
PE071095,2,26,Female,Biological parent,28,Female,Biological parent,32,Female,Biological parent
PE071096,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE071096,1,44,Male,Biological parent,48,Male,Biological parent,53,Male,Biological parent
PE071096,2,33,Female,Biological parent,35,Female,Biological parent,39,Female,Biological parent
PE071096,15,8,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE071097,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071097,1,28,Male,Biological parent,31,Male,Biological parent,35,Male,Biological parent
PE071097,2,24,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE071097,15,7,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE071097,16,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE071098,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071098,1,45,Male,Biological parent,48,Male,Biological parent,53,Male,Biological parent
PE071098,2,45,Female,Biological parent,48,Female,Biological parent,53,Female,Biological parent
PE071098,3,13,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE071098,4,12,Female,Brother/sister,15,Female,Brother/sister,19,Female,Brother/sister
PE071098,5,,,,,,,,,
PE071098,15,7,Female,Brother/sister,9,Female,Brother/sister,13,Female,Brother/sister
PE071098,16,,,,,,,21,Male,Brother/sister-in-law
PE071098,17,,,,,,,0,Female,Nephew/Niece
PE071099,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE071099,1,26,Male,Biological parent,28,Male,Biological parent,32,Male,Biological parent
PE071099,2,23,Female,Biological parent,25,Female,Biological parent,29,Female,Biological parent
PE071099,15,7,Female,Brother/sister,10,Female,Brother/sister,13,Female,Brother/sister
PE071099,16,,,,,,,3,Female,Brother/sister
PE071100,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE071100,1,31,Male,Biological parent,34,Male,Biological parent,38,Male,Biological parent
PE071100,2,27,Female,Biological parent,30,Female,Biological parent,34,Female,Biological parent
PE071100,15,8,Female,Brother/sister,10,Female,Brother/sister,14,Female,Brother/sister
PE071100,16,1,Male,Brother/sister,3,Male,Brother/sister,7,Male,Brother/sister
PE071101,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071101,1,22,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE071101,2,52,Male,Maternal grandparent,,,,,,
PE071101,3,49,Female,Maternal grandparent,,,,,Female,
PE071101,4,23,Male,Uncle/Aunt,,,,,,
PE071101,5,19,Female,Uncle/Aunt,,,,,Female,
PE071101,6,16,Female,Uncle/Aunt,,,,,,
PE071101,7,11,Male,Uncle/Aunt,,,,,Male,
PE071101,8,9,Female,Uncle/Aunt,,,,,Female,
PE071101,9,6,Male,Uncle/Aunt,,,,,Male,
PE071101,10,3,Male,Half-sibling (same mother),5,Male,Half-sibling (same mother),9,Male,Half-sibling (same mother)
PE071101,11,,,,0,Male,Half-sibling (same mother),4,Male,Half-sibling (same mother)
PE071101,12,,,,30,Male,Step-parent,34,Male,Step-parent
PE071102,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071102,1,23,Female,Biological parent,26,Female,Biological parent,29,Female,Biological parent
PE071102,2,27,Male,Biological parent,30,Male,Biological parent,34,Male,Biological parent
PE071102,3,21,Male,Uncle/Aunt,23,Male,Uncle/Aunt,,Male,Uncle/Aunt
PE071102,4,2,Female,Brother/sister,4,Female,Brother/sister,8,Female,Brother/sister
PE071103,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE071103,1,40,Male,Biological parent,42,Male,Biological parent,46,Male,Biological parent
PE071103,2,35,Female,Biological parent,37,Female,Biological parent,41,Female,Biological parent
PE071103,3,19,Male,Brother/sister,22,Male,Brother/sister,26,Male,Brother/sister
PE071103,4,14,Male,Brother/sister,16,Male,Brother/sister,20,Male,Brother/sister
PE071103,5,,,,,,,18,Female,Brother/sister-in-law
PE071103,6,,,,,,,0,Female,Nephew/Niece
PE071104,0,4,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE071104,1,41,Female,Biological parent,43,Female,Biological parent,48,Female,Biological parent
PE071104,2,48,Male,Biological parent,51,Male,Biological parent,55,Male,Biological parent
PE071104,3,10,Female,Brother/sister,13,Female,Brother/sister,17,Female,Brother/sister
PE071104,4,67,Male,Paternal grandparent,,,,81,Male,Paternal grandparent
PE071104,5,24,Female,Household servant,,,,,Female,
PE071104,15,6,Female,Brother/sister,8,Female,Brother/sister,12,Female,Brother/sister
PE071105,0,5,Female,YL Child,8,Female,YL Child,,,
PE071105,1,27,Female,Biological parent,29,Female,Biological parent,,,
PE071105,2,56,Female,Maternal grandparent,59,Female,Maternal grandparent,,,
PE071105,3,25,Female,Uncle/Aunt,,,,,,
PE071105,4,23,Male,Uncle/Aunt,,,,,,
PE071105,5,21,Male,Uncle/Aunt,,,,,,
PE071105,6,26,Female,Uncle/Aunt,0,Female,Half-sibling (same mother),,,
PE071105,7,24,Male,Uncle/Aunt,,,,,,
PE071105,15,6,Female,Cousin,,,,,,
PE071106,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE071106,1,32,Male,Biological parent,,,,,Male,
PE071106,2,24,Female,Biological parent,26,Female,Biological parent,30,Female,Biological parent
PE071106,3,51,Female,Maternal grandparent,54,Female,Maternal grandparent,58,Female,Maternal grandparent
PE071106,15,8,Female,Half-sibling (same mother),10,Female,Half-sibling (same mother),14,Female,Half-sibling (same mother)
PE071109,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE071109,1,31,Male,Biological parent,34,Male,Biological parent,38,Male,Biological parent
PE071109,2,28,Female,Biological parent,31,Female,Biological parent,35,Female,Biological parent
PE071109,3,,,,,,,3,Female,Brother/sister
PE081001,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081001,1,38,Male,Biological parent,40,Male,Biological parent,44,Male,Biological parent
PE081001,2,37,Female,Biological parent,39,Female,Biological parent,43,Female,Biological parent
PE081001,3,18,Male,Brother/sister,20,Male,Brother/sister,25,Male,Brother/sister
PE081002,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081002,1,22,Female,Biological parent,24,Female,Biological parent,28,Female,Biological parent
PE081002,2,63,Female,Maternal grandparent,,,,,Female,
PE081002,3,45,Male,Uncle/Aunt,,,,,Male,
PE081002,4,24,Male,Uncle/Aunt,,,,,Male,
PE081002,5,23,Male,Biological parent,25,Male,Biological parent,30,Male,Biological parent
PE081002,6,,,,0,Male,Brother/sister,4,Male,Brother/sister
PE081002,7,,,,,,,60,Female,Paternal grandparent
PE081002,8,,,,,,,63,Male,Paternal grandparent
PE081003,0,5,Male,YL Child,,,,,,
PE081003,1,30,Male,Biological parent,,,,,,
PE081003,2,27,Female,Biological parent,,,,,,
PE081003,3,11,Female,Brother/sister,,,,,,
PE081003,4,22,Male,Uncle/Aunt,,,,,,
PE081004,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081004,1,27,Male,Biological parent,29,Male,Biological parent,33,Male,Biological parent
PE081004,2,26,Female,Biological parent,,,,32,Female,Biological parent
PE081004,3,1,Male,Brother/sister,,,,7,Male,Brother/sister
PE081004,4,,,,51,Female,Paternal grandparent,54,Female,Paternal grandparent
PE081004,5,,,,52,Male,Paternal grandparent,55,Male,Paternal grandparent
PE081004,6,,,,35,Male,Uncle/Aunt,38,Male,Uncle/Aunt
PE081004,7,,,,25,Female,Uncle/Aunt,28,Female,Uncle/Aunt
PE081004,8,,,,22,Male,Uncle/Aunt,25,Male,Uncle/Aunt
PE081004,9,,,,,,,0,Female,Brother/sister
PE081005,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081005,1,38,Male,Biological parent,41,Male,Biological parent,45,Male,Biological parent
PE081005,2,38,Female,Biological parent,41,Female,Biological parent,44,Female,Biological parent
PE081005,3,11,Female,Brother/sister,14,Female,Brother/sister,18,Female,Brother/sister
PE081005,4,14,Male,Brother/sister,,,,21,Male,
PE081005,5,40,Female,Uncle/Aunt,,,,46,Female,
PE081005,6,33,Female,Uncle/Aunt,36,Female,Uncle/Aunt,40,Female,Uncle/Aunt
PE081005,7,41,Male,Uncle/Aunt,,,,44,Male,
PE081006,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081006,1,31,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE081006,2,30,Female,Biological parent,32,Female,Biological parent,36,Female,Biological parent
PE081006,3,62,Female,Maternal grandparent,64,Female,Maternal grandparent,68,Female,Maternal grandparent
PE081006,4,19,Female,Uncle/Aunt,,,,26,Female,Uncle/Aunt
PE081006,5,11,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE081006,6,0,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE081007,0,5,Male,YL Child,7,Male,YL Child,11,Male,YL Child
PE081007,1,36,Male,Biological parent,,,,,Male,
PE081007,2,39,Female,Biological parent,41,Female,Biological parent,45,Female,Biological parent
PE081007,3,14,Female,Half-sibling (same mother),17,Female,Half-sibling (same mother),21,Female,Half-sibling (same mother)
PE081007,15,7,Male,Brother/sister,10,Male,Brother/sister,14,Male,Brother/sister
PE081008,0,5,Female,YL Child,8,Female,YL Child,11,Female,YL Child
PE081008,1,31,Male,Biological parent,33,Male,Biological parent,37,Male,Biological parent
PE081008,2,25,Female,Biological parent,27,Female,Biological parent,32,Female,Biological parent
PE081008,3,,,,,,,2,Male,Brother/sister
PE081009,0,5,Male,YL Child,8,Male,YL Child,12,Male,YL Child
PE081009,1,32,Male,Biological parent,34,Male,Biological parent,38,Male,Biological parent
PE081009,2,29,Female,Biological parent,31,Female,Biological parent,35,Female,Biological parent
PE081009,3,10,Female,Brother/sister,12,Female,Brother/sister,16,Female,Brother/sister
PE081009,4,,,,,,,3,Female,Brother/sister
PE081010,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
PE081010,1,26,Male,Biological parent,28,Male,Biological parent,32,Male,Biological parent
PE081010,2,31,Female,Biological parent,33,Female,Biological parent,37,Female,Biological parent
PE081010,3,2,Male,Brother/sister,5,Male,Brother/sister,9,Male,Brother/sister
PE081010,4,39,Male,Uncle/Aunt,,,,,Male,
PE081010,5,39,Female,Uncle/Aunt,,,,,Female,
PE081010,6,15,Female,Cousin,,,,,Female,
PE081010,7,12,Female,Cousin,,,,,Female,
PE081010,8,,,,1,Female,Brother/sister,5,Female,Brother/sister
PE081011,0,5,Female,YL Child,8,Female,YL Child,12,Female,YL Child
PE081011,1,59,Male,Biological parent,62,Male,Biological parent,66,Male,Biological parent
PE081011,2,46,Female,Biological parent,49,Female,Biological parent,52,Female,Biological parent
PE081011,3,24,Male,Brother/sister,27,Male,Brother/sister,32,Male,Brother/sister
PE081011,4,12,Male,Brother/sister,14,Male,Brother/sister,18,Male,Brother/sister
PE081011,5,76,Male,Maternal grandparent,79,Male,Maternal grandparent,84,Male,Maternal grandparent
PE081011,6,46,Male,Uncle/Aunt,49,Male,Uncle/Aunt,56,Male,Uncle/Aunt
PE081011,7,41,Female,Uncle/Aunt,43,Female,Uncle/Aunt,48,Female,Uncle/Aunt
PE081011,8,16,Male,Cousin,19,Male,Cousin,23,Male,Cousin
PE081011,9,12,Male,Cousin,15,Male,Cousin,19,Male,Cousin
PE081012,0,5,Male,YL Child,7,Male,YL Child,12,Male,YL Child
PE081012,1,22,Male,Biological parent,25,Male,Biological parent,29,Male,Biological parent
PE081012,2,24,Female,Biological parent,26,Female,Biological parent,31,Female,Biological parent
PE081012,3,46,Male,Paternal grandparent,,,,,Male,
PE081012,4,45,Female,Paternal grandparent,,,,,Female,
PE081012,5,27,Male,Uncle/Aunt,,,,,Male,
PE081012,6,25,Male,Uncle/Aunt,,,,,Male,
PE081012,7,16,Male,Uncle/Aunt,,,,,Male,
PE081012,8,15,Male,Uncle/Aunt,,,,,Male,
PE081012,9,69,Male,Other relative,,,,,Male,
PE081012,15,8,Female,Uncle/Aunt,,,,,Female,
PE081012,16,3,Female,Brother/sister,6,Female,Brother/sister,10,Female,Brother/sister
PE081012,17,0,Female,Brother/sister,3,Female,Brother/sister,7,Female,Brother/sister
PE081013,0,5,Female,YL Child,7,Female,YL Child,11,Female,YL Child
