hhid,roster_id,age,sex,mother_id,education_complete,current_grade
571,2,38,Mujer,,beyond secondary,
571,3,8,Mujer,2,beyond secondary,3
571,4,4,Mujer,2,beyond secondary,
572,1,64,Mujer,,beyond secondary,
573,2,32,Mujer,10,beyond secondary,
573,3,17,Mujer,2,beyond secondary,7
573,4,11,Hombre,2,beyond secondary,5
573,5,6,Hombre,2,beyond secondary,1
573,6,37,Mujer,10,beyond secondary,
573,7,15,Hombre,6,beyond secondary,9
573,8,13,Hombre,6,beyond secondary,6
573,9,6,Hombre,6,beyond secondary,1
573,10,65,Mujer,,beyond secondary,
573,11,67,Hombre,,beyond secondary,
573,12,31,Hombre,10,beyond secondary,
573,14,37,Hombre,10,beyond secondary,
574,1,37,Hombre,,beyond secondary,
574,2,33,Mujer,,beyond secondary,
574,3,11,Mujer,2,beyond secondary,7
574,4,2,Mujer,2,beyond secondary,
575,1,37,Hombre,,beyond secondary,
575,2,32,Mujer,,beyond secondary,
575,3,9,Hombre,2,beyond secondary,3
575,4,6,Hombre,2,beyond secondary,2
575,5,1,Mujer,2,beyond secondary,
576,1,62,Hombre,,beyond secondary,
576,2,61,Mujer,6,beyond secondary,
576,3,38,Hombre,2,beyond secondary,
576,6,81,Mujer,,beyond secondary,
576,7,26,Hombre,2,beyond secondary,
577,1,67,Hombre,,beyond secondary,
577,2,62,Mujer,,beyond secondary,
577,3,22,Hombre,2,beyond secondary,13
578,1,46,Hombre,,beyond secondary,
578,3,14,Mujer,,beyond secondary,9
578,4,10,Hombre,,beyond secondary,5
579,1,55,Hombre,,beyond secondary,
579,4,23,Mujer,,beyond secondary,
579,5,19,Hombre,,beyond secondary,
579,6,17,Mujer,,beyond secondary,
579,7,3,Mujer,4,beyond secondary,
580,2,22,Mujer,,beyond secondary,
580,4,6,Hombre,2,beyond secondary,1
580,5,24,Hombre,,beyond secondary,
581,1,32,Hombre,,beyond secondary,
581,2,31,Mujer,,beyond secondary,
581,3,4,Hombre,2,beyond secondary,
582,1,56,Mujer,,beyond secondary,
582,2,20,Hombre,1,beyond secondary,
582,3,29,Mujer,1,beyond secondary,13
582,4,10,Mujer,3,beyond secondary,6
582,5,32,Hombre,,beyond secondary,
582,6,3,Hombre,7,beyond secondary,
582,7,20,Mujer,,beyond secondary,
583,1,44,Hombre,,beyond secondary,
583,2,28,Mujer,,beyond secondary,
583,3,8,Hombre,2,beyond secondary,2
584,1,54,Hombre,,beyond secondary,
584,2,51,Mujer,,beyond secondary,
585,1,48,Hombre,,beyond secondary,
585,2,41,Mujer,,beyond secondary,
585,3,18,Hombre,2,beyond secondary,13
585,4,13,Hombre,2,beyond secondary,8
586,1,41,Mujer,,beyond secondary,
586,2,21,Hombre,1,beyond secondary,14
586,3,15,Mujer,1,beyond secondary,11
586,4,11,Hombre,1,beyond secondary,6
586,5,50,Hombre,,beyond secondary,
587,1,51,Mujer,4,beyond secondary,
587,3,16,Hombre,1,beyond secondary,11
587,4,86,Mujer,,beyond secondary,
588,1,65,Hombre,,beyond secondary,
588,2,56,Mujer,,beyond secondary,
588,3,25,Mujer,2,beyond secondary,
588,4,23,Hombre,2,beyond secondary,
588,5,2,Hombre,3,beyond secondary,
589,1,41,Hombre,,beyond secondary,
589,2,38,Mujer,,beyond secondary,
589,3,16,Hombre,2,beyond secondary,11
589,4,14,Hombre,2,beyond secondary,9
589,5,5,Hombre,2,beyond secondary,
590,1,60,Mujer,,beyond secondary,
591,3,34,Mujer,,beyond secondary,
591,4,12,Hombre,3,beyond secondary,5
591,5,8,Mujer,3,beyond secondary,2
590,6,31,Mujer,1,beyond secondary,
590,7,9,Mujer,6,beyond secondary,3
590,9,5,Hombre,6,beyond secondary,
592,1,46,Hombre,,beyond secondary,
592,2,47,Mujer,,beyond secondary,
592,3,19,Mujer,2,beyond secondary,
592,4,17,Mujer,2,beyond secondary,
592,5,15,Hombre,2,beyond secondary,
592,9,5,Hombre,,beyond secondary,
592,10,3,Hombre,3,beyond secondary,
592,11,0,Mujer,4,beyond secondary,
592,12,30,Hombre,,beyond secondary,
593,1,58,Hombre,,beyond secondary,
593,2,58,Mujer,,beyond secondary,
593,6,21,Mujer,2,beyond secondary,
593,7,19,Hombre,2,beyond secondary,10
593,8,17,Hombre,2,beyond secondary,9
593,9,23,Hombre,,beyond secondary,
593,10,0,Hombre,6,beyond secondary,
594,1,42,Hombre,,beyond secondary,
594,3,20,Hombre,,beyond secondary,15
594,4,18,Hombre,,beyond secondary,1
594,5,12,Mujer,,beyond secondary,7
595,1,42,Hombre,,beyond secondary,
595,2,34,Mujer,,beyond secondary,
595,3,16,Hombre,2,beyond secondary,11
595,4,14,Mujer,2,beyond secondary,10
595,5,12,Mujer,2,beyond secondary,6
611,6,58,Mujer,,beyond secondary,
611,7,65,Hombre,,beyond secondary,
596,1,47,Hombre,,beyond secondary,
597,2,30,Mujer,5,beyond secondary,
597,3,10,Mujer,2,beyond secondary,4
597,4,6,Mujer,2,beyond secondary,1
597,5,60,Mujer,,beyond secondary,
597,7,6,Hombre,,beyond secondary,1
598,1,55,Hombre,,beyond secondary,
598,2,43,Mujer,,beyond secondary,
598,3,16,Hombre,2,beyond secondary,11
598,4,8,Hombre,2,beyond secondary,4
599,1,41,Mujer,,beyond secondary,
600,2,32,Hombre,,beyond secondary,
599,3,9,Mujer,1,beyond secondary,4
599,6,2,Hombre,,beyond secondary,
601,1,53,Mujer,,beyond secondary,
601,4,16,Hombre,1,beyond secondary,
601,5,15,Hombre,1,beyond secondary,6
601,6,28,Mujer,1,beyond secondary,
601,7,6,Mujer,6,beyond secondary,1
601,8,33,Hombre,1,beyond secondary,
602,1,58,Mujer,,beyond secondary,
602,2,25,Mujer,1,beyond secondary,
602,3,22,Mujer,,beyond secondary,1
602,4,20,Hombre,,beyond secondary,
602,5,19,Hombre,,beyond secondary,
602,6,15,Mujer,,beyond secondary,10
602,7,33,Hombre,1,beyond secondary,
602,10,5,Mujer,2,beyond secondary,
602,11,0,Mujer,2,beyond secondary,
603,1,38,Mujer,,beyond secondary,
603,5,58,Hombre,,beyond secondary,
604,1,62,Hombre,,beyond secondary,
604,2,50,Mujer,,beyond secondary,
605,1,49,Mujer,,beyond secondary,
605,3,15,Hombre,1,beyond secondary,10
606,1,38,Mujer,,beyond secondary,
606,5,16,Hombre,1,beyond secondary,
606,6,13,Mujer,1,beyond secondary,7
607,1,30,Hombre,,beyond secondary,
607,6,30,Mujer,,beyond secondary,
607,7,11,Hombre,6,beyond secondary,5
607,9,7,Hombre,6,beyond secondary,2
607,13,13,Hombre,6,beyond secondary,8
608,1,39,Mujer,,beyond secondary,
608,3,19,Mujer,1,beyond secondary,
608,4,22,Hombre,1,beyond secondary,1
608,5,31,Mujer,,beyond secondary,
608,6,2,Hombre,3,beyond secondary,
609,1,38,Hombre,,beyond secondary,
609,2,40,Mujer,,beyond secondary,
609,3,15,Hombre,2,beyond secondary,10
610,1,42,Hombre,,beyond secondary,
610,2,39,Mujer,,beyond secondary,
610,4,17,Hombre,2,beyond secondary,10
610,5,14,Mujer,2,beyond secondary,10
611,8,41,Hombre,6,beyond secondary,
610,9,6,Hombre,2,beyond secondary,1
612,1,58,Hombre,,beyond secondary,
612,2,59,Mujer,,beyond secondary,
612,3,33,Mujer,2,beyond secondary,
612,4,15,Hombre,3,beyond secondary,10
613,1,64,Mujer,,beyond secondary,
613,2,70,Hombre,,beyond secondary,
613,3,25,Mujer,1,beyond secondary,
613,4,23,Mujer,1,beyond secondary,12
613,5,3,Hombre,3,beyond secondary,
613,6,0,Mujer,3,beyond secondary,
613,7,27,Hombre,,beyond secondary,
614,1,66,Hombre,,beyond secondary,
614,2,62,Mujer,,beyond secondary,
614,3,40,Mujer,2,beyond secondary,
614,4,7,Hombre,3,beyond secondary,0
614,5,35,Mujer,2,beyond secondary,
614,6,40,Hombre,,beyond secondary,
614,7,10,Hombre,5,beyond secondary,6
614,9,53,Hombre,,beyond secondary,
615,1,42,Hombre,,beyond secondary,
615,2,38,Mujer,,beyond secondary,
615,3,10,Mujer,2,beyond secondary,5
615,4,1,Mujer,2,beyond secondary,
616,1,43,Hombre,,beyond secondary,
616,2,45,Mujer,,beyond secondary,
616,4,13,Mujer,2,beyond secondary,7
616,5,9,Mujer,2,beyond secondary,4
617,1,42,Hombre,,beyond secondary,
617,2,40,Mujer,,beyond secondary,
617,3,17,Hombre,2,beyond secondary,12
617,4,15,Hombre,2,beyond secondary,10
617,5,11,Hombre,2,beyond secondary,6
618,1,52,Hombre,,beyond secondary,
618,2,51,Mujer,,beyond secondary,
618,3,22,Hombre,2,beyond secondary,16
618,4,16,Mujer,2,beyond secondary,11
619,1,63,Mujer,3,beyond secondary,
619,3,92,Mujer,,beyond secondary,
619,4,61,Hombre,3,beyond secondary,
619,6,23,Mujer,,beyond secondary,15
619,7,17,Hombre,,beyond secondary,1
619,8,74,Mujer,3,beyond secondary,
620,1,64,Hombre,,beyond secondary,
620,2,62,Mujer,,beyond secondary,
620,7,29,Mujer,2,beyond secondary,
620,8,12,Mujer,7,beyond secondary,7
620,10,16,Hombre,,beyond secondary,10
620,11,4,Hombre,7,beyond secondary,
620,12,45,Hombre,,beyond secondary,
621,1,45,Hombre,5,beyond secondary,
621,2,42,Mujer,,beyond secondary,
621,3,15,Hombre,2,beyond secondary,9
621,4,10,Hombre,2,beyond secondary,5
621,5,71,Mujer,,beyond secondary,
622,1,49,Hombre,,beyond secondary,
622,2,48,Mujer,,beyond secondary,
622,4,20,Mujer,2,beyond secondary,15
623,1,69,Mujer,,beyond secondary,
623,2,45,Mujer,1,beyond secondary,
623,3,16,Hombre,2,beyond secondary,6
624,1,67,Hombre,,beyond secondary,
624,2,47,Mujer,5,beyond secondary,
624,3,9,Mujer,2,beyond secondary,3
624,4,9,Hombre,2,beyond secondary,3
624,5,69,Mujer,,beyond secondary,
624,6,72,Hombre,,beyond secondary,
624,12,71,Mujer,,beyond secondary,
625,1,34,Hombre,5,beyond secondary,
625,2,33,Mujer,,beyond secondary,
625,3,10,Mujer,2,beyond secondary,5
625,4,8,Hombre,2,beyond secondary,2
625,5,57,Mujer,,beyond secondary,
626,1,64,Mujer,,beyond secondary,
626,7,34,Mujer,1,beyond secondary,
626,8,34,Hombre,,beyond secondary,
626,9,9,Hombre,7,beyond secondary,4
626,10,4,Mujer,7,beyond secondary,
626,11,2,Mujer,7,beyond secondary,
627,1,66,Hombre,,beyond secondary,
627,2,63,Mujer,,beyond secondary,
627,3,27,Hombre,,beyond secondary,15
627,4,26,Mujer,,beyond secondary,
627,5,22,Mujer,,beyond secondary,15
628,1,55,Mujer,,beyond secondary,
628,2,61,Hombre,,beyond secondary,
628,3,25,Hombre,1,beyond secondary,
628,4,20,Mujer,1,beyond secondary,
628,5,23,Mujer,,beyond secondary,
628,6,3,Hombre,5,beyond secondary,
628,8,29,Hombre,1,beyond secondary,
629,1,52,Hombre,,beyond secondary,
629,2,39,Mujer,,beyond secondary,
629,3,19,Hombre,2,beyond secondary,
629,4,16,Mujer,2,beyond secondary,10
629,6,5,Hombre,2,beyond secondary,
629,7,64,Hombre,,beyond secondary,
629,8,1,Hombre,,beyond secondary,
630,2,23,Mujer,,beyond secondary,
630,3,30,Hombre,,beyond secondary,
630,4,3,Mujer,2,beyond secondary,
630,5,12,Hombre,,beyond secondary,7
630,6,9,Hombre,,beyond secondary,4
630,7,8,Mujer,,beyond secondary,3
630,8,52,Hombre,,beyond secondary,
631,1,50,Hombre,,beyond secondary,
631,3,8,Mujer,,beyond secondary,3
632,1,54,Hombre,2,beyond secondary,
632,2,77,Mujer,,beyond secondary,
633,1,36,Hombre,,beyond secondary,
634,2,30,Mujer,,beyond secondary,
634,3,8,Mujer,2,beyond secondary,2
633,10,32,Mujer,,beyond secondary,
635,1,35,Hombre,4,beyond secondary,
635,2,39,Mujer,,beyond secondary,
635,3,20,Hombre,2,beyond secondary,
635,4,55,Mujer,,beyond secondary,
635,5,5,Mujer,2,beyond secondary,
636,1,44,Hombre,,beyond secondary,
636,2,37,Mujer,,beyond secondary,
636,4,18,Mujer,2,beyond secondary,1
636,5,16,Mujer,2,beyond secondary,10
636,6,13,Hombre,2,beyond secondary,6
636,7,20,Mujer,2,beyond secondary,2
636,8,0,Hombre,7,beyond secondary,
637,1,60,Mujer,,beyond secondary,
637,2,26,Mujer,1,beyond secondary,
638,1,31,Hombre,,beyond secondary,
638,2,32,Mujer,,beyond secondary,
638,3,6,Mujer,2,beyond secondary,1
639,1,62,Mujer,2,beyond secondary,
639,2,85,Mujer,,beyond secondary,
639,3,92,Hombre,,beyond secondary,
639,4,61,Mujer,2,beyond secondary,
640,1,35,Hombre,,beyond secondary,
640,2,34,Mujer,,beyond secondary,
640,3,16,Hombre,2,beyond secondary,11
640,4,10,Hombre,2,beyond secondary,5
641,2,26,Mujer,6,beyond secondary,
641,3,4,Mujer,2,beyond secondary,
641,4,0,Mujer,2,beyond secondary,
641,5,50,Hombre,,beyond secondary,
641,6,46,Mujer,,beyond secondary,
641,7,19,Mujer,6,beyond secondary,
641,8,1,Mujer,7,beyond secondary,
369,8,30,Hombre,,beyond secondary,
641,9,13,Mujer,6,beyond secondary,8
641,10,10,Hombre,6,beyond secondary,2
642,1,71,Hombre,,beyond secondary,
642,2,62,Mujer,,beyond secondary,
643,3,35,Mujer,,beyond secondary,
643,4,35,Hombre,,beyond secondary,
643,5,6,Hombre,3,beyond secondary,1
643,6,0,Mujer,3,beyond secondary,
644,7,17,Mujer,10,beyond secondary,
644,8,16,Hombre,10,beyond secondary,10
644,9,12,Mujer,10,beyond secondary,7
644,10,46,Mujer,,beyond secondary,
645,1,32,Hombre,,beyond secondary,
645,2,31,Mujer,,beyond secondary,
645,3,11,Hombre,2,beyond secondary,6
645,4,7,Mujer,2,beyond secondary,3
646,1,53,Hombre,,beyond secondary,
646,2,51,Mujer,,beyond secondary,
646,4,17,Hombre,2,beyond secondary,
646,5,11,Mujer,2,beyond secondary,6
647,1,60,Mujer,,beyond secondary,
647,2,20,Hombre,1,beyond secondary,
647,5,46,Hombre,,beyond secondary,
647,6,52,Hombre,,beyond secondary,
648,1,34,Hombre,,beyond secondary,
648,2,38,Mujer,,beyond secondary,
648,3,11,Hombre,2,beyond secondary,6
648,11,2,Mujer,2,beyond secondary,
649,1,40,Hombre,4,beyond secondary,
649,2,38,Mujer,,beyond secondary,
649,3,14,Hombre,2,beyond secondary,9
649,4,68,Mujer,,beyond secondary,
649,5,31,Mujer,4,beyond secondary,
649,6,39,Hombre,,beyond secondary,
649,7,6,Mujer,5,beyond secondary,2
649,10,5,Hombre,2,beyond secondary,
650,1,41,Mujer,,beyond secondary,
650,2,25,Mujer,1,beyond secondary,
650,3,22,Mujer,1,beyond secondary,
650,4,17,Hombre,1,beyond secondary,12
650,5,41,Hombre,,beyond secondary,
650,6,0,Mujer,2,beyond secondary,
651,1,49,Hombre,,beyond secondary,
651,2,50,Mujer,,beyond secondary,
652,3,26,Mujer,,beyond secondary,2
652,4,6,Hombre,3,beyond secondary,1
651,5,24,Mujer,2,beyond secondary,13
651,6,20,Hombre,2,beyond secondary,
651,7,14,Hombre,2,beyond secondary,8
651,8,14,Hombre,2,beyond secondary,8
653,1,49,Hombre,,beyond secondary,
653,2,44,Mujer,6,beyond secondary,
653,4,15,Hombre,2,beyond secondary,9
653,6,66,Mujer,,beyond secondary,
654,1,60,Hombre,,beyond secondary,
654,2,55,Mujer,,beyond secondary,
654,6,15,Mujer,2,beyond secondary,9
654,7,26,Mujer,2,beyond secondary,
654,8,27,Hombre,,beyond secondary,
655,1,31,Mujer,,beyond secondary,
655,6,1,Hombre,1,beyond secondary,
655,8,29,Hombre,,beyond secondary,
656,1,65,Mujer,,beyond secondary,
656,2,91,Hombre,,beyond secondary,
656,3,45,Hombre,,beyond secondary,
656,5,54,Mujer,,beyond secondary,
656,6,20,Mujer,5,beyond secondary,
656,7,59,Mujer,,beyond secondary,
657,1,61,Hombre,,beyond secondary,
657,2,62,Mujer,10,beyond secondary,
657,3,38,Mujer,2,beyond secondary,
657,4,16,Hombre,3,beyond secondary,11
657,5,10,Hombre,3,beyond secondary,5
657,7,19,Mujer,2,beyond secondary,13
657,8,16,Mujer,2,beyond secondary,10
657,10,86,Mujer,,beyond secondary,
658,1,44,Hombre,6,beyond secondary,
658,2,27,Mujer,,beyond secondary,2
658,3,12,Mujer,2,beyond secondary,7
658,4,8,Mujer,2,beyond secondary,3
658,6,75,Mujer,,beyond secondary,
658,8,51,Mujer,6,beyond secondary,
658,9,5,Mujer,2,beyond secondary,
659,1,46,Hombre,,beyond secondary,
659,2,74,Hombre,,beyond secondary,
659,3,45,Hombre,,beyond secondary,
659,4,37,Hombre,,beyond secondary,
660,1,54,Hombre,,beyond secondary,
660,2,51,Mujer,,beyond secondary,
661,1,39,Hombre,,beyond secondary,
661,2,33,Mujer,,beyond secondary,
661,3,10,Hombre,2,beyond secondary,5
661,4,5,Hombre,2,beyond secondary,
662,1,34,Hombre,,beyond secondary,
663,2,30,Mujer,,beyond secondary,14
663,3,23,Mujer,,beyond secondary,
663,5,1,Mujer,3,beyond secondary,
664,1,39,Hombre,,beyond secondary,
665,2,37,Mujer,,beyond secondary,
665,3,14,Hombre,2,beyond secondary,8
664,4,10,Mujer,,beyond secondary,4
664,5,9,Hombre,,beyond secondary,2
666,1,39,Mujer,,beyond secondary,
666,2,55,Hombre,,beyond secondary,
666,8,23,Hombre,1,beyond secondary,14
667,3,27,Hombre,,beyond secondary,
667,4,26,Mujer,,beyond secondary,
667,5,7,Hombre,4,beyond secondary,1
667,8,11,Mujer,,beyond secondary,5
667,9,65,Mujer,,beyond secondary,
667,10,30,Hombre,9,beyond secondary,
667,11,28,Mujer,9,beyond secondary,
667,15,21,Mujer,,beyond secondary,
667,16,30,Hombre,,beyond secondary,
668,1,61,Hombre,,beyond secondary,
668,2,61,Mujer,,beyond secondary,
669,1,27,Hombre,,beyond secondary,
669,6,21,Mujer,,beyond secondary,
670,1,62,Mujer,,beyond secondary,
670,2,66,Hombre,,beyond secondary,
670,5,17,Mujer,,beyond secondary,12
671,1,41,Mujer,,beyond secondary,
671,2,43,Hombre,,beyond secondary,
671,3,20,Hombre,1,beyond secondary,
671,4,18,Hombre,1,beyond secondary,
671,5,7,Hombre,1,beyond secondary,1
672,1,43,Mujer,,beyond secondary,
672,2,56,Hombre,,beyond secondary,
673,1,50,Hombre,,beyond secondary,
673,2,42,Mujer,,beyond secondary,
673,3,20,Hombre,,beyond secondary,
673,4,19,Mujer,2,beyond secondary,
673,5,15,Mujer,2,beyond secondary,10
674,1,56,Hombre,,beyond secondary,
674,2,36,Mujer,,beyond secondary,
674,3,11,Hombre,2,beyond secondary,6
674,4,59,Hombre,,beyond secondary,
675,1,48,Hombre,,beyond secondary,
675,2,42,Mujer,,beyond secondary,
675,3,20,Hombre,2,beyond secondary,
675,4,17,Hombre,2,beyond secondary,11
675,5,15,Mujer,2,beyond secondary,10
675,6,36,Mujer,,beyond secondary,
675,7,40,Hombre,,beyond secondary,
675,8,36,Hombre,,beyond secondary,
676,1,53,Hombre,,beyond secondary,
676,2,54,Mujer,,beyond secondary,
676,3,24,Mujer,2,beyond secondary,14
676,4,22,Hombre,2,beyond secondary,17
677,1,65,Mujer,,beyond secondary,
677,2,71,Hombre,,beyond secondary,
677,3,28,Mujer,1,beyond secondary,
677,4,26,Hombre,1,beyond secondary,
678,2,35,Mujer,3,beyond secondary,
678,3,52,Mujer,4,beyond secondary,1
678,4,86,Mujer,,beyond secondary,
678,5,15,Mujer,2,beyond secondary,10
679,1,47,Hombre,,beyond secondary,
680,2,51,Mujer,,beyond secondary,
680,3,22,Mujer,2,beyond secondary,13
680,4,20,Mujer,2,beyond secondary,
680,5,13,Hombre,2,beyond secondary,8
679,6,40,Mujer,,beyond secondary,
681,1,47,Hombre,,beyond secondary,
681,2,44,Mujer,,beyond secondary,
681,4,16,Hombre,2,beyond secondary,8
682,2,51,Mujer,,beyond secondary,
682,3,21,Mujer,2,beyond secondary,
683,1,43,Hombre,,beyond secondary,
683,2,38,Mujer,,beyond secondary,
683,3,12,Hombre,2,beyond secondary,8
683,5,40,Mujer,,beyond secondary,
684,1,47,Hombre,,beyond secondary,
684,2,41,Mujer,,beyond secondary,
684,3,16,Mujer,2,beyond secondary,10
684,4,5,Mujer,2,beyond secondary,
685,1,41,Hombre,2,beyond secondary,
685,2,86,Mujer,,beyond secondary,
685,3,37,Mujer,,beyond secondary,
685,4,9,Hombre,3,beyond secondary,5
686,1,67,Hombre,,beyond secondary,
687,2,36,Hombre,,beyond secondary,
687,3,37,Mujer,,beyond secondary,
687,4,10,Hombre,3,beyond secondary,5
687,5,5,Mujer,3,beyond secondary,1
686,6,67,Mujer,,beyond secondary,
688,1,35,Hombre,,beyond secondary,1
688,2,35,Mujer,,beyond secondary,
688,3,7,Hombre,2,beyond secondary,2
688,4,2,Hombre,2,beyond secondary,
689,1,57,Mujer,,beyond secondary,
689,3,25,Mujer,1,beyond secondary,
689,5,2,Mujer,3,beyond secondary,
690,1,41,Mujer,,beyond secondary,
690,2,8,Hombre,1,beyond secondary,1
691,1,63,Mujer,,beyond secondary,
691,3,40,Mujer,1,beyond secondary,
692,2,41,Mujer,,beyond secondary,
692,3,20,Hombre,2,beyond secondary,15
692,4,18,Hombre,2,beyond secondary,1
692,5,9,Mujer,2,beyond secondary,4
693,1,31,Mujer,,beyond secondary,13
693,2,13,Mujer,1,beyond secondary,8
693,5,4,Mujer,1,beyond secondary,
693,6,32,Hombre,,beyond secondary,
693,7,31,Mujer,,beyond secondary,
693,8,7,Mujer,2,beyond secondary,2
693,9,2,Mujer,7,beyond secondary,
694,2,64,Mujer,,beyond secondary,
694,3,42,Hombre,2,beyond secondary,
694,4,41,Mujer,2,beyond secondary,
694,5,52,Hombre,,beyond secondary,
694,6,22,Hombre,4,beyond secondary,
694,8,19,Mujer,4,beyond secondary,
694,9,38,Mujer,2,beyond secondary,
694,11,18,Hombre,9,beyond secondary,
694,12,7,Mujer,9,beyond secondary,2
695,1,58,Mujer,,beyond secondary,
696,1,45,Mujer,5,beyond secondary,
696,5,85,Mujer,,beyond secondary,
696,6,54,Mujer,5,beyond secondary,
696,7,18,Hombre,6,beyond secondary,
696,8,27,Mujer,6,beyond secondary,15
697,1,49,Mujer,,beyond secondary,
697,3,20,Hombre,1,beyond secondary,
697,4,16,Hombre,1,beyond secondary,1
698,1,41,Mujer,,beyond secondary,
699,2,63,Hombre,,beyond secondary,
698,4,20,Hombre,1,beyond secondary,
699,5,19,Hombre,,beyond secondary,
698,6,17,Hombre,1,beyond secondary,1
698,7,7,Mujer,1,beyond secondary,2
699,8,20,Mujer,,beyond secondary,
699,9,3,Mujer,8,beyond secondary,
699,10,1,Hombre,8,beyond secondary,
700,1,49,Mujer,,beyond secondary,6
700,3,14,Hombre,1,beyond secondary,8
700,4,10,Mujer,1,beyond secondary,5
700,5,8,Mujer,1,beyond secondary,4
700,6,41,Hombre,,beyond secondary,
700,7,4,Hombre,1,beyond secondary,
701,2,44,Mujer,,beyond secondary,
701,4,20,Mujer,2,beyond secondary,
701,5,8,Hombre,2,beyond secondary,3
701,6,3,Hombre,4,beyond secondary,
702,1,48,Hombre,,beyond secondary,
702,2,54,Mujer,,beyond secondary,
702,3,26,Hombre,2,beyond secondary,
702,4,23,Hombre,2,beyond secondary,
702,5,13,Mujer,2,beyond secondary,9
703,1,65,Hombre,,beyond secondary,
703,2,55,Mujer,,beyond secondary,
703,3,35,Mujer,2,beyond secondary,12
703,4,34,Hombre,2,beyond secondary,
