hh_id,indiv_id,sex_2004,sex_2007,sex_2011
PE041100,16,-99,Female,Female
PE041100,17,-99,Male,Male
PE041101,0,Female,Female,Female
PE041101,1,Male,Male,Male
PE041101,2,Female,Female,Female
PE041101,3,Female,Female,Female
PE041101,15,Male,Male,Male
PE041101,16,Female,Female,Female
PE051001,0,Female,Female,Female
PE051001,1,Male,-99,Male
PE051001,2,Female,-99,Female
PE051001,3,Female,-99,Female
PE051001,4,Male,-99,Male
PE051001,5,Female,-99,Female
PE051001,6,-99,Male,Male
PE051001,7,-99,Female,Female
PE051001,8,-99,Male,Male
PE051001,9,-99,Male,Male
PE051001,10,-99,Female,Female
PE051001,11,-99,Female,Female
PE051001,12,-99,Female,Female
PE051001,13,-99,-99,Male
PE051001,14,-99,-99,Male
PE051002,0,Female,Female,Female
PE051002,1,Male,Male,Male
PE051002,2,Female,Female,Female
PE051002,15,Male,Male,Male
PE051002,16,-99,-99,Female
PE051003,0,Female,Female,Female
PE051003,1,Female,Female,Female
PE051003,2,Male,-99,Male
PE051003,3,Female,-99,Female
PE051003,4,Female,-99,Female
PE051003,5,Female,-99,Female
PE051003,6,Male,-99,Male
PE051003,7,Male,-99,Male
PE051003,8,Female,-99,Female
PE051003,15,Female,-99,Female
PE051003,16,Male,Male,Male
PE051003,17,Male,Male,Male
PE051003,18,Female,Female,Female
PE051004,0,Male,Male,Male
PE051004,1,Female,Female,Female
PE051004,2,Female,-99,Female
PE051004,3,Male,-99,Male
PE051004,4,Male,-99,Male
PE051004,5,Female,-99,Female
PE051004,15,Male,-99,Male
PE051004,16,Male,Male,Male
PE051004,17,Male,Male,Male
PE051005,0,Male,Male,Male
PE051005,1,Male,Male,Male
PE051005,2,Female,Female,Female
PE051005,3,Male,-99,Male
PE051005,15,Female,Female,Female
PE051005,16,-99,-99,Male
PE051005,17,-99,-99,Female
PE051006,1,-99,-99,-99
PE051006,2,-99,-99,-99
PE051006,3,-99,-99,-99
PE051006,4,-99,-99,-99
PE051006,5,-99,-99,-99
PE051007,0,Female,-99,Female
PE051007,1,Male,-99,Male
PE051007,2,Female,-99,Female
PE051007,3,Female,-99,Female
PE051007,15,Male,-99,Male
PE051007,16,Female,-99,Female
PE051007,17,-99,-99,Male
PE051008,0,Female,Female,Female
PE051008,1,Male,Male,Male
PE051008,2,Female,Female,Female
PE051008,3,Male,-99,Male
PE051008,4,Female,Female,Female
PE051008,5,Male,Male,Male
PE051008,6,-99,-99,Male
PE051009,0,Female,Female,Female
PE051009,1,Male,Male,Male
PE051009,2,Female,Female,Female
PE051009,3,Female,Female,Female
PE051009,4,-99,Female,Female
PE051010,0,Female,Female,Female
PE051010,1,Female,Female,Female
PE051010,2,Male,-99,Male
PE051010,3,Male,-99,Male
PE051010,4,Male,-99,Male
PE051010,5,Female,-99,Female
PE051010,15,Female,Female,Female
PE051010,16,Female,Female,Female
PE051011,0,Female,Female,Female
PE051011,1,Male,Male,Male
PE051011,2,Female,Female,Female
PE051011,3,Female,Female,Female
PE051011,4,Male,-99,Male
PE051011,5,Male,-99,Male
PE051011,6,Female,Female,Female
PE051011,7,Female,Female,Female
PE051011,8,Male,Male,Male
PE051011,9,Male,Male,Male
PE051011,10,Female,-99,Female
PE051011,11,Male,Male,Male
PE051011,12,-99,Male,Male
PE051011,13,-99,Male,Male
PE051011,14,-99,Male,Male
PE051011,15,-99,Female,Female
PE051011,16,-99,-99,Male
PE051012,0,Male,Male,Male
PE051012,1,Male,Male,Male
PE051012,2,Female,Female,Female
PE051012,3,Male,Male,Male
PE051012,4,Male,Male,Male
PE051012,5,Female,-99,Female
PE051012,15,Male,Male,Male
PE051013,0,Female,Female,Female
PE051013,1,Male,Male,Male
PE051013,2,Female,Female,Female
PE051013,3,Male,Male,Male
PE051013,4,Male,Male,Male
PE051013,5,Male,Male,Male
PE051013,6,Female,Female,Female
PE051014,0,Female,Female,-99
PE051014,1,Male,Male,-99
PE051014,2,Female,Female,-99
PE051014,3,Female,-99,-99
PE051014,4,Male,-99,-99
PE051014,5,Male,-99,-99
PE051014,6,Female,Female,-99
PE051014,7,Male,Male,-99
PE051014,8,Male,Male,-99
PE051014,9,-99,Female,-99
PE051015,0,Female,Female,Female
PE051015,1,Male,Male,Male
PE051015,2,Female,Female,Female
PE051015,3,Male,-99,Male
PE051015,4,Female,-99,Female
PE051015,15,Female,Female,Female
PE051015,16,Male,Male,Male
PE051016,0,Male,Male,Male
PE051016,1,Male,Male,Male
PE051016,2,Female,Female,Female
PE051016,3,Male,Male,Male
PE051016,4,Male,Male,Male
PE051016,5,Female,Female,Female
PE051016,6,Male,-99,Male
PE051016,7,Male,-99,Male
PE051017,0,Female,Female,Female
PE051017,1,Male,Male,Male
PE051017,2,Female,Female,Female
PE051017,3,Male,Male,Male
PE051017,4,-99,-99,Male
PE051018,0,Female,Female,Female
PE051018,1,Male,Male,Male
PE051018,2,Female,Female,Female
PE051018,3,Male,-99,Male
PE051018,4,Male,-99,Male
PE051018,15,Female,Female,Female
PE051019,0,Female,Female,Female
PE051019,1,Male,-99,Male
PE051019,2,Female,Female,Female
PE051019,3,Female,-99,Female
PE051019,4,-99,Male,Male
PE051019,5,-99,-99,Male
PE051020,0,Female,Female,Female
PE051020,1,Male,Male,Male
PE051020,2,Female,Female,Female
PE051020,3,Male,Male,Male
PE051020,4,Female,Female,Female
PE051020,5,Male,-99,Male
PE051020,6,Male,-99,Male
PE051020,7,Female,-99,Female
PE051021,0,Female,Female,Female
PE051021,1,Male,Male,Male
PE051021,2,Female,Female,Female
PE051021,3,Male,Male,Male
PE051021,4,Male,Male,Male
PE051021,5,Male,Male,Male
PE051021,6,-99,Male,Male
PE051021,7,-99,Female,Female
PE051021,8,-99,-99,Female
PE051021,9,-99,-99,Female
PE051022,0,Male,Male,Male
PE051022,1,Male,Male,Male
PE051022,2,Female,Female,Female
PE051022,3,Female,Female,Female
PE051022,4,Male,Male,Male
PE051022,5,Female,Female,Female
PE051022,6,Male,-99,Male
PE051022,7,Male,Male,Male
PE051023,0,Male,Male,Male
PE051023,1,Male,Male,Male
PE051023,2,Female,Female,Female
PE051023,3,Male,-99,Male
PE051023,4,Female,-99,Female
PE051023,5,-99,Female,Female
PE051023,6,-99,-99,Female
PE051024,0,Male,Male,Male
PE051024,1,Male,-99,Male
PE051024,2,Female,-99,Female
PE051024,3,Male,Male,Male
PE051024,4,Female,Female,Female
PE051024,5,Male,Male,Male
PE051025,0,Male,Male,Male
PE051025,1,Female,Female,Female
PE051025,2,Male,Male,Male
PE051025,3,Female,Female,Female
PE051025,4,Male,-99,Male
PE051025,5,Male,Male,Male
PE051025,6,Female,-99,Female
PE051025,7,Male,-99,Male
PE051026,0,Male,Male,Male
PE051026,1,Male,Male,Male
PE051026,2,Female,Female,Female
PE051026,3,Female,Female,Female
PE051026,4,-99,Female,Female
PE051027,0,Male,Male,Male
PE051027,1,Male,Male,Male
PE051027,2,Female,Female,Female
PE051027,3,Female,Female,Female
PE051027,4,Male,Male,Male
PE051027,5,Female,-99,Female
PE051027,6,-99,-99,Female
PE051028,0,Male,Male,Male
PE051028,1,Male,Male,Male
PE051028,2,Female,Female,Female
PE051028,3,Female,-99,Female
PE051028,4,-99,-99,Male
PE051029,0,Female,Female,Female
PE051029,1,Male,Male,Male
PE051029,2,Female,Female,Female
PE051029,3,Female,Female,Female
PE051029,4,-99,Female,Female
PE051030,0,Female,Female,Female
PE051030,1,Female,Female,Female
PE051030,2,Male,Male,Male
PE051030,3,Male,Male,Male
PE051030,4,-99,-99,Male
PE051030,5,-99,-99,Female
PE051030,6,-99,-99,Female
PE051031,0,Female,Female,Female
PE051031,1,Female,Female,Female
PE051031,2,Male,Male,Male
PE051031,3,Male,Male,Male
PE051031,4,-99,Female,Female
PE051031,5,-99,Male,Male
PE051031,6,-99,Female,Female
PE051031,7,-99,Female,Female
PE051031,8,-99,-99,Female
PE051031,9,-99,-99,Male
PE051031,10,-99,-99,Male
PE051032,0,Male,Male,Male
PE051032,1,Female,Female,Female
PE051032,2,Female,Female,Female
PE051032,3,Male,-99,Male
PE051033,0,Male,Male,Male
PE051033,1,Male,Male,Male
PE051033,2,Female,Female,Female
PE051033,15,Female,Female,Female
PE051033,16,-99,Male,Male
PE051034,0,Male,Male,Male
PE051034,1,Male,Male,Male
PE051034,2,Female,Female,Female
PE051034,3,Male,Male,Male
PE051034,4,-99,-99,Female
PE051035,0,Female,Female,Female
PE051035,1,Male,Male,Male
PE051035,2,Female,Female,Female
PE051035,15,Female,Female,Female
PE051035,16,Male,Male,Male
PE051035,17,-99,Female,Female
PE051035,18,-99,Male,Male
PE051035,19,-99,Female,Female
PE051035,20,-99,-99,Female
PE051036,0,Female,Female,Female
PE051036,1,Female,-99,Female
PE051036,2,Male,Male,Male
PE051036,3,Female,Female,Female
PE051036,4,Male,Male,Male
PE051036,5,Female,Female,Female
PE051036,6,Male,Male,Male
PE051036,7,-99,Female,Female
PE051037,0,Male,Male,Male
PE051037,1,Male,Male,Male
PE051037,2,Female,Female,Female
PE051037,3,Female,Female,Female
PE051037,4,Male,-99,Male
PE051037,15,Male,Male,Male
PE051037,16,-99,Female,Female
PE051037,17,-99,Male,Male
PE051038,0,Male,Male,Male
PE051038,1,Male,Male,Male
PE051038,2,Female,Female,Female
PE051038,3,Female,-99,Female
PE051038,4,Female,Female,Female
PE051038,5,Female,-99,Female
PE051038,6,Male,-99,Male
PE051038,7,Female,-99,Female
PE051039,0,Female,Female,Female
PE051039,1,Male,Male,Male
PE051039,2,Female,Female,Female
PE051039,3,Female,Female,Female
PE051039,4,-99,-99,Male
PE051039,5,-99,-99,Male
PE051040,0,Male,Male,Male
PE051040,1,Male,Male,Male
PE051040,2,Female,Female,Female
PE051040,15,Male,Male,Male
PE051041,0,Male,Male,Male
PE051041,1,Male,Male,Male
PE051041,2,Female,Female,Female
PE051041,3,-99,Male,Male
PE051041,4,-99,-99,Female
PE051042,0,Male,Male,Male
PE051042,1,Male,Male,Male
PE051042,2,Female,Female,Female
PE051042,3,Female,Female,Female
PE051043,0,Male,Male,Male
PE051043,1,Male,Male,Male
PE051043,2,Female,Female,Female
PE051043,3,Male,Male,Male
PE051043,4,Female,Female,Female
PE051043,15,Male,Male,Male
PE051044,0,Male,Male,Male
PE051044,1,Male,Male,Male
PE051044,2,Female,Female,Female
PE051044,3,Female,Female,Female
PE051045,0,Female,Female,Female
PE051045,1,Male,Male,Male
PE051045,2,Female,Female,Female
PE051045,3,Male,Male,Male
PE051045,4,Female,Female,Female
PE051045,5,Female,Female,Female
PE051045,6,Male,Male,Male
PE051045,7,Female,Female,Female
PE051045,8,Male,-99,Male
PE051045,9,Male,-99,Male
PE051045,10,Male,-99,Male
PE051046,0,Female,Female,Female
PE051046,1,Male,Male,Male
PE051046,2,Female,Female,Female
PE051046,3,Female,Female,Female
PE051046,4,Male,Male,Male
PE051046,5,Male,Male,Male
PE051046,6,Male,Male,Male
PE051047,0,Female,Female,Female
PE051047,1,Male,Male,Male
PE051047,2,Female,-99,Female
PE051047,3,Female,Female,Female
PE051048,0,Male,Male,Male
PE051048,1,Male,Male,Male
PE051048,2,Female,Female,Female
PE051048,3,Female,-99,Female
PE051048,15,Female,Female,Female
PE051048,16,Female,Female,Female
PE051049,0,Male,Male,Male
PE051049,1,Male,Male,Male
PE051049,2,Female,Female,Female
PE051049,3,Female,Female,Female
PE051049,4,-99,Male,Male
PE051049,5,-99,-99,Female
PE051050,1,-99,-99,-99
PE051050,2,-99,-99,-99
PE051051,0,Female,Female,Female
PE051051,1,Male,Male,Male
PE051051,2,Female,-99,Female
PE051051,3,Male,-99,Male
PE051051,4,Female,-99,Female
PE051051,5,Male,-99,Male
PE051051,6,-99,Female,Female
PE051051,7,-99,Female,Female
PE051051,8,-99,-99,Female
PE051052,0,Male,Male,Male
PE051052,1,Male,Male,Male
PE051052,2,Female,Female,Female
PE051052,3,Female,Female,Female
PE051052,15,Female,Female,Female
PE051052,16,Female,Female,Female
PE051052,17,-99,Male,Male
PE051056,0,Male,Male,Male
PE051056,1,Male,Male,Male
PE051056,2,Female,Female,Female
PE051056,3,Male,-99,Male
PE051056,4,Female,-99,Female
PE051056,5,Male,-99,Male
PE051056,6,-99,-99,Female
PE051057,0,Male,-99,-99
PE051057,1,Female,-99,-99
PE051057,2,Male,-99,-99
PE051057,3,Female,-99,-99
PE051057,4,Male,-99,-99
PE051057,5,Female,-99,-99
PE051057,6,Female,-99,-99
PE051057,7,Female,-99,-99
PE051057,8,Male,-99,-99
PE051057,9,Female,-99,-99
PE051057,10,Male,-99,-99
PE051057,11,Male,-99,-99
PE051057,12,Male,-99,-99
PE051057,15,Female,-99,-99
PE051057,16,Female,-99,-99
PE051058,0,Female,Female,Female
PE051058,1,Male,Male,Male
PE051058,2,Female,Female,Female
PE051058,3,Female,Female,Female
PE051058,4,Female,-99,Female
PE051058,5,Female,Female,Female
PE051058,6,Male,Male,Male
PE051058,15,Female,Female,Female
PE051058,16,Male,Female,Female
PE051058,17,Male,Male,Male
PE051058,18,-99,Male,Male
PE051059,0,Female,Female,Female
PE051059,1,Male,Male,Male
PE051059,2,Female,Female,Female
PE051059,3,Male,-99,Male
PE051059,4,Female,-99,Female
PE051060,0,Male,Male,Male
PE051060,1,Male,Male,Male
PE051060,2,Female,Female,Female
PE051060,3,Male,-99,Male
PE051060,15,Male,Male,Male
PE051060,16,-99,Female,Female
PE051061,0,Female,Female,Female
PE051061,1,Male,Male,Male
PE051061,2,Female,Female,Female
PE051061,3,Female,-99,Female
PE051061,4,Male,-99,Male
PE051061,5,Male,-99,Male
PE051061,6,-99,Female,Female
PE051062,0,Male,Male,Male
PE051062,1,Male,Male,Male
PE051062,2,Female,Female,Female
PE051062,15,Female,Female,Female
PE051062,16,-99,-99,Male
PE051063,0,Male,Male,Male
PE051063,1,Male,Male,Male
PE051063,2,Female,Female,Female
PE051063,3,Female,-99,Female
PE051063,4,Male,-99,Male
PE051064,0,Male,Male,Male
PE051064,1,Male,Male,Male
PE051064,2,Female,Female,Female
PE051064,3,Male,-99,Male
PE051064,4,Male,-99,Male
PE051064,5,Male,-99,Male
PE051064,6,Male,-99,Male
PE051064,7,Male,Male,Male
PE051065,0,Female,Female,Female
PE051065,1,Male,Male,Male
PE051065,2,Female,Female,Female
PE051065,3,Male,-99,Male
PE051065,4,Male,-99,Male
PE051065,5,-99,-99,Male
PE051065,6,-99,-99,Female
PE051065,7,-99,-99,Male
PE051066,0,-99,Female,-99
PE051066,1,-99,Male,-99
PE051066,2,-99,Female,-99
PE051066,3,-99,Female,-99
PE051066,15,-99,Female,-99
PE051066,16,-99,Male,-99
PE051066,17,-99,Female,-99
PE051067,0,Male,Male,Male
PE051067,1,Male,Male,Male
PE051067,2,Female,Female,Female
PE051067,3,-99,-99,Male
PE051067,4,-99,-99,Female
PE051068,0,Male,Male,Male
PE051068,1,Male,Male,Male
PE051068,2,Female,Female,Female
PE051068,3,Female,-99,Female
PE051068,4,Male,-99,Male
PE051068,5,Female,Female,Female
PE051068,15,Male,Male,Male
PE051069,0,Female,Female,Female
PE051069,1,Male,-99,Male
PE051069,2,Female,-99,Female
PE051069,3,Male,-99,Male
PE051069,4,Female,-99,Female
PE051069,5,Male,-99,Male
PE051069,6,Male,-99,Male
PE051069,7,Female,-99,Female
PE051069,15,Female,-99,Female
PE051069,16,Male,Male,Male
PE051069,17,Female,Female,Female
PE051069,18,Female,-99,Female
PE051069,19,Female,Female,Female
PE051069,20,Male,Male,Male
PE051069,21,Male,-99,Male
PE051069,22,-99,Female,Female
PE051069,23,-99,-99,Female
PE051069,24,-99,-99,Male
PE051069,25,-99,-99,Male
PE051069,26,-99,-99,Female
PE051070,0,Male,Male,Male
PE051070,1,Male,Male,Male
PE051070,2,Female,Female,Female
PE051070,3,Male,Male,Male
PE051071,0,Male,Male,Male
PE051071,1,Male,Male,Male
PE051071,2,Female,Female,Female
PE051071,15,Male,Male,Male
PE051071,16,Male,Male,Male
PE051071,17,-99,Male,Male
PE051072,0,Female,Female,Female
PE051072,1,Male,Male,Male
PE051072,2,Female,Female,Female
PE051072,3,Male,-99,Male
PE051072,4,Male,-99,Male
PE051072,5,Male,-99,Male
PE051072,6,Female,-99,Female
PE051072,7,Male,-99,Male
PE051072,8,Male,Male,Male
PE051072,9,Female,-99,Female
PE051072,15,Male,Male,Male
PE051072,16,Female,Female,Female
PE051072,17,Female,Female,Female
PE051073,0,Male,Male,Male
PE051073,1,Male,Male,Male
PE051073,2,Female,Female,Female
PE051073,15,Male,Male,Male
PE051073,16,-99,-99,Male
PE051074,0,Female,Female,Female
PE051074,1,Male,Male,Male
PE051074,2,Female,Female,Female
PE051074,3,Female,-99,Female
PE051074,4,Male,Male,Male
PE051074,5,Female,Female,Female
PE051074,6,Female,Female,Female
PE051074,7,-99,Male,Male
PE051075,0,Female,Female,Female
PE051075,1,Male,Male,Male
PE051075,2,Female,Female,Female
PE051075,3,Male,Male,Male
PE051075,4,Male,Male,Male
PE051075,15,Male,Male,Male
PE051075,16,Female,Female,Female
PE051075,17,Male,Male,Male
PE051075,18,-99,-99,Female
PE051075,19,-99,-99,Male
PE051076,0,Female,Female,Female
PE051076,1,Male,Male,Male
PE051076,2,Female,Female,Female
PE051076,3,Male,Male,Male
PE051076,4,Male,Male,Male
PE051076,5,Female,Female,Female
PE051076,6,Female,Female,Female
PE051076,15,Female,Female,Female
PE051076,16,Female,Female,Female
PE051076,17,Male,Male,Male
PE051076,18,-99,Male,Male
PE051076,19,-99,-99,Female
PE051077,0,Male,Male,Male
PE051077,1,Male,Male,Male
PE051077,2,Female,Female,Female
PE051077,3,Male,Male,Male
PE051077,4,Male,Male,Male
PE051077,15,Male,Male,Male
PE051077,16,-99,Male,Male
PE051078,0,Female,Female,Female
PE051078,1,Male,Male,Male
PE051078,2,Female,Female,Female
PE051078,3,Female,Female,Female
PE051078,4,Male,Male,Male
PE051078,5,Male,Male,Male
PE051078,6,Female,Female,Female
PE051078,7,Male,Male,Male
PE051078,8,Male,Male,Male
PE051079,0,Female,Female,Female
PE051079,1,Male,Male,Male
PE051079,2,Female,-99,Female
PE051079,15,Female,Female,Female
PE051079,16,Female,-99,Female
PE051079,17,Male,-99,-99
PE051079,18,Male,-99,Male
PE051080,0,Female,Female,Female
PE051080,1,Male,Male,Male
PE051080,2,Female,Female,Female
PE051080,3,Female,Female,Female
PE051080,4,-99,Female,Female
PE051081,0,Male,Male,Male
PE051081,1,Male,Male,Male
PE051081,2,Female,Female,Female
PE051081,3,Male,Male,Male
PE051081,4,Male,Male,Male
PE051081,5,Female,Female,Female
PE051081,6,-99,Male,Male
PE051082,0,Male,Male,Male
PE051082,1,Male,Male,Male
PE051082,2,Female,Female,Female
PE051082,3,Male,Male,Male
PE051082,15,Male,Male,Male
PE051082,16,Male,Male,Male
PE051082,17,-99,Female,Female
PE051082,18,-99,-99,Male
PE051083,0,Female,Female,Female
PE051083,1,Male,Male,Male
PE051083,2,Female,Female,Female
PE051083,3,Male,Male,Male
PE051083,15,Female,Female,Female
PE051083,16,Female,Female,Female
PE051084,0,Female,Female,Female
PE051084,1,Male,-99,Male
PE051084,2,Female,Female,Female
PE051084,3,Female,Female,Female
PE051084,4,Male,Male,Male
PE051084,15,Male,Male,Male
PE051084,16,Female,Female,Female
PE051084,17,-99,-99,Female
PE051085,0,Female,Female,Female
PE051085,1,Male,Male,Male
PE051085,2,Female,Female,Female
PE051085,3,Male,-99,Male
PE051085,4,Male,-99,Male
PE051085,5,Female,Female,Female
PE051085,6,Male,Male,Male
PE051085,7,Male,-99,-99
PE051085,8,Female,-99,Female
PE051085,9,Female,-99,Female
PE051085,10,Female,-99,-99
PE051085,15,Female,Female,Female
PE051085,16,-99,Female,Female
PE051085,17,-99,-99,Female
PE051086,0,Male,Male,Male
PE051086,1,Male,Male,Male
PE051086,2,Female,Female,Female
PE051086,3,-99,Male,Male
PE051086,4,-99,-99,Male
PE051086,5,-99,-99,Female
PE051087,0,Female,Female,Female
PE051087,1,Male,Male,Male
PE051087,2,Female,Female,Female
PE051087,3,Female,-99,Female
PE051087,4,Female,Female,Female
PE051087,5,Male,Male,Male
PE051087,6,-99,Male,Male
PE051088,0,Male,Male,Male
PE051088,1,Male,-99,Male
PE051088,2,Female,-99,Female
PE051088,3,Female,-99,Female
PE051088,4,Female,-99,Female
PE051088,5,Male,-99,Male
PE051088,6,Female,-99,Female
PE051088,7,Male,-99,-99
PE051088,8,Male,-99,Male
PE051088,9,Male,-99,Male
PE051088,10,-99,Male,Male
PE051088,11,-99,Female,Female
PE051088,12,-99,Female,Female
PE051089,0,Female,Female,Female
PE051089,1,Male,Male,Male
PE051089,2,Female,Female,Female
PE051089,3,Male,-99,Male
PE051089,4,Male,Male,Male
PE051089,5,Male,Male,Male
PE051089,6,Male,Male,Male
PE051089,7,Female,Female,Female
PE051089,15,Female,Female,Female
PE051089,16,Male,Male,Male
PE051089,17,Male,Male,Male
PE051089,18,Male,Male,Male
PE051090,0,Female,Female,Female
PE051090,1,Male,Male,Male
PE051090,2,Female,Female,Female
PE051090,3,Female,Female,Female
