hh_id,person_id,age,memsex,relate,livhse
ET060042,21,1,2,9,1
ET060043,0,5,1,0,1
ET060043,1,39,1,1,1
ET060043,2,32,2,1,1
ET060043,3,2,2,7,1
ET060043,4,0,2,7,1
ET060045,0,5,2,0,1
ET060045,1,35,1,1,1
ET060045,2,30,2,1,1
ET060045,3,9,1,7,1
ET060045,15,7,2,7,1
ET060045,16,6,1,7,1
ET060045,17,1,1,7,1
ET060046,0,5,1,0,1
ET060046,1,34,1,1,1
ET060046,2,29,2,1,1
ET060046,3,24,1,21,2
ET060046,4,10,2,7,1
ET060046,15,8,2,7,1
ET060046,16,0,2,7,1
ET060047,0,5,1,0,1
ET060047,1,44,1,1,1
ET060047,2,37,2,1,1
ET060047,3,15,1,7,1
ET060047,4,11,2,7,1
ET060047,15,7,2,7,1
ET060047,16,1,2,7,1
ET060047,17,18,1,7,1
ET060048,0,5,1,0,1
ET060048,1,26,1,1,1
ET060048,2,22,2,1,1
ET060048,3,2,2,7,1
ET060049,0,5,1,0,1
ET060049,1,62,1,5,1
ET060049,2,54,2,5,1
ET060049,3,29,2,1,1
ET060049,4,19,2,13,1
ET060049,5,17,2,13,1
ET060049,6,14,2,13,1
ET060049,7,11,1,13,1
ET060050,0,5,2,0,1
ET060050,1,34,1,1,1
ET060050,2,24,2,1,1
ET060050,3,0,1,7,1
ET060051,0,5,1,0,1
ET060051,1,34,1,1,1
ET060051,2,20,2,1,1
ET060051,15,3,2,7,1
ET060052,0,5,1,0,1
ET060052,1,82,1,6,1
ET060052,2,56,2,6,2
ET060052,3,30,2,1,1
ET060052,4,14,1,13,2
ET060053,0,4,2,0,1
ET060053,1,35,1,1,1
ET060053,2,32,2,1,1
ET060053,3,16,2,7,1
ET060053,4,13,2,7,1
ET060053,15,8,1,7,1
ET060053,16,7,2,7,1
ET060054,0,4,1,0,1
ET060054,1,34,1,1,1
ET060054,2,28,2,1,1
ET060054,3,18,1,13,2
ET060054,4,1,2,7,1
ET060055,0,4,2,0,1
ET060055,1,31,1,1,1
ET060055,2,26,2,1,1
ET060055,3,11,1,7,1
ET060056,0,5,1,0,1
ET060056,1,54,1,1,1
ET060056,2,34,2,1,1
ET060056,3,14,2,7,1
ET060056,4,12,1,7,1
ET060056,5,9,2,7,1
ET060056,15,7,1,7,1
ET060056,16,0,2,7,1
ET060058,0,5,1,0,1
ET060058,1,49,1,1,2
ET060058,2,44,2,1,1
ET060058,3,20,1,7,2
ET060058,4,17,1,7,1
ET060058,5,12,2,7,1
ET060059,0,5,1,0,1
ET060059,1,39,1,1,1
ET060059,2,28,2,1,1
ET060059,3,9,1,7,1
ET060059,4,1,2,7,1
ET060060,0,5,2,0,1
ET060060,1,57,1,1,1
ET060060,2,34,2,1,1
ET060060,3,26,1,7,1
ET060060,4,22,1,7,1
ET060060,5,13,2,7,1
ET060060,6,19,1,22,2
ET060060,15,8,1,7,1
ET060061,0,5,2,0,1
ET060061,1,44,1,1,1
ET060061,2,34,2,1,1
ET060061,3,16,2,7,1
ET060061,4,9,2,7,1
ET060061,5,1,2,7,1
ET060062,0,5,2,0,1
ET060062,1,32,1,1,1
ET060062,2,24,2,1,1
ET060062,3,76,2,5,2
ET060062,4,22,1,14,2
ET060062,5,1,2,7,1
ET060063,0,5,1,0,1
ET060063,1,34,1,1,1
ET060063,2,25,2,1,1
ET060063,3,10,1,7,1
ET060063,4,2,2,7,1
ET060064,0,5,2,0,1
ET060064,1,69,1,1,1
ET060064,2,49,2,1,1
ET060064,3,22,1,7,2
ET060064,4,20,1,7,1
ET060064,5,18,1,7,1
ET060064,6,15,2,7,1
ET060064,7,9,2,7,1
ET060064,15,7,2,7,1
ET060064,16,17,1,7,1
ET060065,0,5,1,0,1
ET060065,1,34,1,1,1
ET060065,2,27,2,1,1
ET060065,3,10,2,7,1
ET060065,4,2,1,7,1
ET060066,0,5,1,0,1
ET060066,1,34,1,1,1
ET060066,2,30,2,1,1
ET060066,3,10,2,7,1
ET060066,15,8,1,7,1
ET060066,16,1,1,7,1
ET060067,0,4,1,0,1
ET060067,1,36,1,1,1
ET060067,2,27,2,1,1
ET060067,3,15,1,7,1
ET060067,15,6,2,7,1
ET060068,0,5,1,0,1
ET060068,1,54,1,1,1
ET060068,2,41,2,1,1
ET060068,3,24,1,7,2
ET060068,4,22,1,7,1
ET060068,5,14,1,7,1
ET060068,6,11,1,7,1
ET060068,15,8,2,7,1
ET060068,16,2,2,7,1
ET060070,0,5,1,0,1
ET060070,1,69,1,1,1
ET060070,2,39,2,1,1
ET060070,3,13,2,7,1
ET060070,4,16,2,7,1
ET060070,5,10,1,7,1
ET060071,0,5,2,0,1
ET060071,1,37,1,1,1
ET060071,2,34,2,1,1
ET060071,3,19,1,7,1
ET060071,4,14,2,7,1
ET060071,5,9,2,7,1
ET060071,6,12,1,7,1
ET060071,7,2,1,7,1
ET060072,0,5,1,0,1
ET060072,1,34,1,1,1
ET060072,2,28,2,1,1
ET060072,3,11,2,7,1
ET060072,4,19,1,20,2
ET060072,15,8,1,7,1
ET060072,16,3,2,7,1
ET060073,0,5,1,0,1
ET060073,1,64,2,17,3
ET060073,2,29,2,1,1
ET060073,3,2,1,9,1
ET060074,0,4,2,0,1
ET060074,1,32,2,1,1
ET060074,2,16,1,7,1
ET060074,3,13,2,7,1
ET060074,4,11,2,7,1
ET060074,15,8,2,7,1
ET060074,16,40,1,1,1
ET060075,0,4,1,0,1
ET060075,1,42,1,1,1
ET060075,2,40,2,1,1
ET060075,3,20,2,7,2
ET060075,4,19,2,7,1
ET060075,5,16,2,7,1
ET060075,6,10,1,7,1
ET060076,0,5,1,0,1
ET060076,1,39,1,1,3
ET060076,2,34,2,1,1
ET060076,3,16,1,7,1
ET060076,4,13,1,7,1
ET060076,5,11,2,7,1
ET060076,15,8,1,7,1
ET060077,0,4,2,0,1
ET060077,1,44,1,1,1
ET060077,2,37,2,1,1
ET060077,3,17,2,7,1
ET060077,4,14,2,7,1
ET060077,5,10,2,7,1
ET060077,15,8,2,7,1
ET060077,16,6,2,7,1
ET060078,0,5,1,0,1
ET060078,1,22,2,1,1
ET060078,2,40,1,2,1
ET060078,3,0,2,9,1
ET060078,4,18,1,9,1
ET060078,15,12,2,9,1
ET060078,16,10,2,9,1
ET060080,0,5,2,0,1
ET060080,1,31,1,1,1
ET060080,2,28,2,1,1
ET060080,15,8,2,7,1
ET060081,0,5,2,0,1
ET060081,1,54,1,1,1
ET060081,2,29,2,1,1
ET060081,3,19,1,7,1
ET060081,4,16,1,7,1
ET060081,5,12,2,7,1
ET060081,15,8,1,7,1
ET060081,16,0,2,7,1
ET060082,0,5,2,0,1
ET060082,1,51,1,1,1
ET060082,2,43,2,1,1
ET060082,3,25,1,7,1
ET060082,4,20,2,7,1
ET060082,5,18,2,7,1
ET060082,6,12,2,7,1
ET060082,7,9,1,7,1
ET060083,0,5,2,0,1
ET060083,1,32,1,1,1
ET060083,2,31,2,1,1
ET060083,3,14,1,7,1
ET060083,4,11,2,7,1
ET060084,0,4,2,0,1
ET060084,1,74,1,1,1
ET060084,2,64,2,1,1
ET060084,3,24,1,14,2
ET060084,4,22,1,7,1
ET060084,5,13,2,7,1
ET060084,15,8,2,7,1
ET060084,16,1,2,7,1
ET060085,0,5,1,0,1
ET060085,1,36,1,1,1
ET060085,2,27,2,1,1
ET060085,3,11,1,7,1
ET060085,15,8,1,7,1
ET060085,16,2,2,7,1
ET060086,0,5,1,0,1
ET060086,1,52,1,1,1
ET060086,2,36,2,1,1
ET060086,3,23,1,7,1
ET060086,4,16,2,7,1
ET060086,5,13,1,7,1
ET060086,6,9,2,7,1
ET060087,0,5,2,0,1
ET060087,1,44,1,1,1
ET060087,2,34,2,1,1
ET060087,3,10,2,7,1
ET060087,15,8,2,7,1
ET060088,0,5,2,0,1
ET060088,1,49,1,1,1
ET060088,2,39,2,1,1
ET060088,3,24,2,7,1
ET060088,4,15,1,7,1
ET060088,5,12,2,7,1
ET060088,6,10,2,7,1
ET060088,15,8,2,7,1
ET060089,0,5,2,0,1
ET060089,1,31,1,1,1
ET060089,2,22,2,1,1
ET060091,0,5,1,0,1
ET060091,1,42,1,1,1
ET060091,2,33,2,1,1
ET060091,3,9,2,7,1
ET060091,4,9,2,7,1
ET060091,5,14,1,7,1
ET060091,15,7,1,7,1
ET060091,16,3,1,7,1
ET060091,17,0,2,7,1
ET060092,0,5,2,0,1
ET060092,1,39,1,1,1
ET060092,2,28,2,1,1
ET060092,3,10,1,14,2
ET060093,0,5,1,0,1
ET060093,1,32,1,1,1
ET060093,2,22,2,1,1
ET060093,3,3,2,7,1
ET060093,4,10,1,19,1
ET060094,0,5,1,0,1
ET060094,1,64,1,1,1
ET060094,2,35,2,1,1
ET060094,3,19,2,7,2
ET060094,4,17,2,7,1
ET060094,5,9,1,7,1
ET060094,6,3,2,7,1
ET060094,7,1,2,7,1
ET060095,0,4,1,0,1
ET060095,1,32,1,1,1
ET060095,2,21,2,1,1
ET060095,3,0,1,7,1
ET060095,4,10,1,8,1
ET060096,0,5,2,0,1
ET060096,1,64,2,99,2
ET060096,2,31,1,13,2
ET060096,3,24,2,1,1
ET060096,4,18,1,13,2
ET060096,5,40,1,2,1
ET060096,6,20,1,19,1
ET060096,7,15,2,19,1
ET060096,8,10,2,19,1
ET060096,9,8,2,19,1
ET060096,10,3,1,9,1
ET060097,0,5,1,0,1
ET060097,1,44,1,1,1
ET060097,2,35,2,1,1
ET060097,3,15,2,7,1
ET060097,4,12,2,7,1
ET060097,5,9,1,7,1
ET060097,16,2,1,7,1
ET060098,0,5,1,0,1
ET060098,1,44,1,1,1
ET060098,2,42,2,1,1
ET060098,3,20,2,7,2
ET060098,4,18,1,7,1
ET060098,5,11,2,7,1
ET060098,6,9,1,7,1
ET060098,15,7,1,7,1
ET060098,16,1,1,7,1
ET060099,0,5,2,0,1
ET060099,1,28,2,1,1
ET060099,2,11,2,7,1
ET060099,15,7,1,7,1
ET060099,16,70,2,5,1
ET060099,17,80,1,6,1
ET060100,0,4,2,0,1
ET060100,1,41,1,1,1
ET060100,2,30,2,1,1
ET060100,3,18,2,7,1
ET060100,4,13,2,7,1
ET060100,5,10,1,7,1
ET060100,6,1,2,7,1
ET070001,0,5,1,0,1
ET070001,1,31,1,1,1
ET070001,2,27,2,1,1
ET070001,15,7,1,7,1
ET070001,16,0,1,7,1
ET070002,0,5,1,0,1
ET070002,1,28,1,1,1
ET070002,2,23,2,1,1
ET070002,15,7,1,7,1
ET070002,16,0,1,7,1
ET070002,17,10,2,20,1
ET070003,0,4,1,0,1
ET070003,1,40,1,1,1
ET070003,2,29,2,1,1
ET070003,3,13,2,7,1
ET070003,4,9,1,7,1
ET070003,15,1,2,7,1
ET070004,0,5,2,0,1
ET070004,1,44,1,1,1
ET070004,2,39,2,1,1
ET070004,3,18,2,7,1
ET070004,4,14,1,7,1
ET070004,5,11,1,7,1
ET070004,15,8,2,7,1
ET070004,16,2,1,7,1
ET070005,0,5,1,0,1
ET070005,1,34,1,1,1
ET070005,2,20,2,1,1
ET070005,3,2,1,7,1
ET070006,0,5,2,0,1
ET070006,1,31,1,1,1
ET070006,2,20,2,1,1
ET070006,3,2,1,7,1
ET070007,0,4,1,0,1
ET070007,1,33,1,1,1
ET070007,2,28,2,1,1
ET070007,15,5,1,7,1
ET070007,16,2,1,7,1
ET070007,17,0,2,7,1
ET070008,0,5,1,0,1
ET070008,1,44,1,1,1
ET070008,2,34,2,1,1
ET070008,3,14,1,7,1
ET070009,0,5,2,0,1
ET070009,1,44,1,1,1
ET070009,2,39,2,1,1
ET070009,3,24,1,13,1
ET070009,4,16,1,7,1
ET070009,5,12,2,7,1
ET070009,6,10,2,7,1
ET070009,15,8,2,7,1
ET070009,16,2,2,7,1
ET070010,0,4,2,0,1
ET070010,1,28,1,1,1
ET070010,2,22,2,1,1
ET070010,3,0,2,7,1
ET070011,0,5,2,0,1
ET070011,1,47,1,1,1
ET070011,2,33,2,1,1
ET070011,3,18,2,8,2
ET070011,4,11,2,7,1
ET070011,5,9,2,7,1
ET070012,0,5,2,0,1
ET070012,1,34,2,1,1
ET070012,2,9,1,7,2
ET070013,0,4,1,0,1
ET070013,1,34,1,1,1
ET070013,2,22,2,1,1
ET070013,15,7,1,7,1
ET070013,16,1,1,7,1
ET070014,0,4,2,0,1
ET070014,1,34,1,1,1
ET070014,2,29,2,1,1
ET070014,3,9,2,7,1
ET070014,4,2,1,7,1
ET070015,0,4,1,0,1
ET070015,1,39,1,1,1
ET070015,2,32,2,1,1
ET070015,3,11,1,7,1
ET070015,4,14,1,7,1
ET070015,15,8,1,7,1
ET070015,16,1,2,7,1
ET070016,0,5,1,0,1
ET070016,1,59,1,1,1
ET070016,2,34,2,1,1
ET070016,3,12,1,7,1
ET070016,4,15,1,7,1
ET070016,5,22,2,7,1
ET070016,15,8,1,7,1
ET070016,16,1,2,7,1
ET070017,0,5,2,0,1
ET070017,1,44,1,1,1
ET070017,2,31,2,1,1
ET070017,3,11,2,7,1
ET070017,4,9,2,7,1
ET070017,5,2,2,7,1
ET070018,0,5,1,0,1
ET070018,1,39,1,1,1
ET070018,2,34,2,1,1
ET070018,3,15,1,7,1
ET070018,4,12,2,7,1
ET070018,5,10,2,7,1
ET070018,6,2,2,7,1
ET070018,7,0,1,7,1
ET070019,0,4,1,0,1
ET070019,1,39,1,1,1
ET070019,2,32,2,1,1
ET070019,3,11,2,7,1
ET070019,4,13,1,7,1
ET070019,15,8,1,7,1
ET070020,0,5,1,0,1
ET070020,1,37,1,1,1
ET070020,2,32,2,1,1
ET070020,3,19,1,13,2
ET070020,4,17,1,7,2
ET070020,5,11,2,7,1
ET070020,15,8,1,7,1
ET070020,16,2,2,7,1
ET070021,0,5,1,0,1
ET070021,1,54,1,1,1
ET070021,2,49,2,2,3
ET070021,3,19,1,7,2
ET070021,4,17,1,7,1
ET070021,5,14,2,7,1
ET070021,6,11,1,7,1
ET070021,7,35,2,2,1
ET070021,8,1,1,7,1
ET070021,9,5,1,19,1
ET070022,0,5,1,0,1
ET070022,1,39,1,1,1
ET070022,2,29,2,1,1
ET070022,3,12,2,7,1
ET070022,4,10,2,7,1
ET070022,15,7,1,7,1
ET070023,0,4,2,0,1
ET070023,1,46,1,1,1
ET070023,2,35,2,1,1
ET070023,3,10,1,7,1
ET070024,0,5,1,0,1
ET070024,1,46,1,1,1
ET070024,2,39,2,1,1
ET070024,3,13,2,7,2
ET070024,4,1,2,7,1
ET070024,5,11,1,9,1
ET070025,0,4,2,0,1
ET070025,1,34,1,1,1
ET070025,2,28,2,1,1
ET070025,3,2,1,7,1
ET070026,0,4,1,0,1
ET070026,1,39,1,1,1
ET070026,2,34,2,1,1
ET070026,3,11,1,7,1
ET070026,15,8,2,7,1
ET070026,16,2,2,7,1
ET070027,0,5,2,0,1
ET070027,1,31,1,1,1
ET070027,2,22,2,1,1
ET070028,0,5,1,0,1
ET070028,1,34,2,1,1
ET070028,2,21,2,7,1
ET070028,3,16,2,7,1
ET070028,4,14,1,7,1
ET070028,5,11,1,7,1
ET070029,0,5,2,0,1
ET070029,1,79,2,18,3
ET070029,2,40,1,1,1
ET070029,3,36,2,1,1
ET070029,4,9,1,7,3
ET070030,0,5,1,0,1
ET070030,1,64,1,6,1
ET070030,2,36,1,1,1
ET070030,3,25,2,1,1
ET070030,4,20,1,14,1
ET070030,5,12,1,14,2
ET070030,6,10,2,7,1
ET070030,15,7,2,7,1
ET070030,16,2,2,7,1
ET070030,17,22,1,14,1
ET070031,0,5,2,0,1
ET070031,1,39,1,1,1
ET070031,2,30,2,1,2
ET070031,15,7,2,7,1
ET070031,16,18,2,2,1
ET070031,17,0,1,8,1
ET070032,0,4,2,0,1
ET070032,1,36,1,1,1
ET070032,2,32,2,1,1
ET070032,15,8,2,7,1
ET070032,16,1,1,7,1
ET070033,0,4,1,0,1
ET070033,1,51,1,1,1
ET070033,2,41,2,1,1
ET070033,3,19,2,7,1
ET070033,4,16,1,7,1
ET070033,5,13,2,7,1
ET070033,6,10,1,7,1
ET070033,15,6,1,7,1
ET070033,16,1,2,7,1
ET070034,0,4,1,0,1
ET070034,1,31,1,1,1
ET070034,2,22,2,1,1
ET070034,3,16,1,20,2
ET070034,4,1,1,7,1
ET070034,5,11,2,13,1
ET070035,0,5,2,0,1
ET070035,1,34,1,1,1
ET070035,2,25,2,1,1
ET070035,3,14,2,7,1
ET070035,4,11,1,7,1
ET070035,5,3,1,7,1
ET070035,6,0,2,7,1
ET070036,0,5,2,0,1
ET070036,1,69,2,17,3
ET070036,2,52,1,1,1
ET070036,3,36,2,1,1
ET070036,4,25,2,7,1
ET070036,5,21,2,7,1
ET070036,6,19,1,7,1
ET070036,7,14,2,7,1
ET070036,8,9,1,7,1
ET070036,15,7,2,7,1
ET070037,0,5,2,0,1
ET070037,1,30,1,1,1
ET070037,2,27,2,1,1
ET070037,3,1,1,7,1
ET070038,0,5,2,0,1
ET070038,1,55,1,1,1
ET070038,2,42,2,1,1
ET070038,3,24,1,7,2
ET070038,4,21,1,7,1
ET070038,5,18,1,7,2
ET070038,6,15,1,7,1
ET070038,7,12,1,7,1
ET070038,15,8,2,7,1
ET070039,0,5,1,0,1
ET070039,1,48,1,1,3
ET070039,2,35,2,1,1
ET070039,3,12,1,7,1
ET070039,4,11,2,7,1
ET070039,5,2,2,7,1
ET070040,0,5,1,0,1
ET070040,1,39,1,1,1
ET070040,2,29,2,1,1
ET070040,3,14,2,7,1
ET070040,4,12,2,7,1
ET070040,15,8,2,7,1
ET070041,0,5,1,0,1
ET070041,1,49,1,1,1
ET070041,2,34,2,1,1
ET070041,3,22,1,7,1
ET070041,4,19,1,7,1
ET070041,5,16,1,7,1
ET070041,6,12,1,7,1
ET070041,15,8,2,7,1
ET070041,16,0,1,7,1
ET070042,0,5,1,0,1
ET070042,1,46,1,1,1
ET070042,2,24,2,1,1
ET070042,3,22,1,14,1
ET070042,4,14,1,7,1
ET070042,5,12,2,7,2
ET070042,15,8,2,7,1
ET070043,0,4,1,0,1
ET070043,1,69,1,6,2
ET070043,2,36,2,1,1
ET070043,3,18,2,7,1
ET070043,4,14,2,7,1
ET070043,5,11,1,7,1
ET070043,6,9,1,7,1
ET070043,7,45,1,2,1
ET070044,0,5,1,0,1
ET070044,1,33,1,1,1
ET070044,2,27,2,1,1
ET070044,3,10,1,7,1
ET070044,15,7,2,7,1
ET070044,16,0,2,7,1
ET070044,17,17,2,19,1
ET070044,18,3,2,7,1
ET070045,0,5,1,0,1
ET070045,1,34,1,1,1
ET070045,2,24,2,1,1
ET070045,15,8,1,7,1
ET070045,16,2,1,7,1
ET070045,17,0,1,7,1
ET070046,0,5,1,0,1
ET070046,1,69,1,1,1
ET070046,2,47,2,1,1
ET070046,3,31,1,7,1
ET070046,4,22,2,7,1
ET070046,5,18,1,7,1
ET070046,6,16,1,7,1
ET070046,7,14,1,7,1
ET070046,8,12,1,7,1
ET070046,15,8,1,7,1
ET070046,16,2,1,7,1
ET070047,0,5,1,0,1
ET070047,1,41,1,1,1
ET070047,2,37,2,1,1
ET070047,3,15,2,7,1
ET070047,4,12,2,7,1
ET070047,5,10,1,7,1
ET070048,0,5,2,0,1
ET070048,1,54,1,1,1
ET070048,2,44,2,1,1
ET070048,3,22,2,7,1
ET070048,4,19,1,7,2
ET070048,5,16,1,7,1
ET070048,6,14,2,7,1
ET070048,7,12,2,7,1
ET070049,0,5,1,0,1
ET070049,1,34,1,1,1
ET070049,2,29,2,1,1
ET070049,3,14,1,7,1
ET070049,4,12,1,7,1
ET070049,5,9,1,7,1
ET070049,6,2,1,7,1
ET070050,0,5,2,0,1
ET070050,1,49,1,1,1
ET070050,2,40,2,1,1
ET070050,3,20,1,7,1
ET070050,4,17,2,7,1
ET070050,5,14,1,7,1
ET070050,6,10,2,7,1
ET070051,0,4,1,0,1
ET070051,1,49,1,1,1
ET070051,2,39,2,1,1
ET070051,3,22,2,7,1
ET070051,4,20,2,7,1
ET070051,5,17,2,7,1
ET070051,6,16,1,7,1
ET070051,7,12,2,7,1
ET070051,8,10,2,7,1
ET070052,0,5,1,0,1
ET070052,1,34,1,1,1
ET070052,2,26,2,1,1
ET070052,3,4,2,7,1
ET070052,4,1,1,7,1
ET070053,0,5,2,0,1
ET070053,1,78,1,1,1
ET070053,2,37,2,1,1
ET070053,3,2,2,7,1
ET070054,0,5,2,0,1
ET070054,1,74,1,13,2
ET070054,2,44,2,19,2
ET070054,3,27,1,14,2
ET070054,4,17,2,14,2
ET070054,5,10,1,14,2
ET070054,15,7,2,14,2
ET070054,16,40,1,1,1
ET070054,17,38,2,19,1
ET070054,18,2,1,8,1
ET070054,19,2,2,8,1
ET070054,20,15,1,8,1
ET070055,0,5,2,0,1
ET070055,1,40,1,1,1
ET070055,2,26,2,1,1
ET070055,3,20,1,7,2
ET070055,4,9,2,7,1
ET070055,5,2,2,7,1
ET070056,0,4,2,0,1
ET070056,1,42,1,1,1
ET070056,2,36,2,1,1
ET070056,3,14,1,7,1
ET070056,4,10,1,7,1
ET070056,15,8,1,7,1
ET070056,16,1,1,7,1
ET070057,0,5,2,0,1
ET070057,1,42,1,1,1
ET070057,2,42,2,1,1
ET070057,3,16,2,7,2
ET070057,4,13,2,7,1
ET070057,5,11,2,7,1
ET070057,15,8,1,7,1
ET070057,16,3,1,7,1
ET070058,0,5,2,0,1
ET070058,1,34,1,1,1
ET070058,2,29,2,1,1
ET070058,3,14,1,7,1
ET070058,4,12,2,7,1
ET070058,5,10,1,7,1
ET070058,15,8,2,7,1
ET070058,16,16,2,9,1
ET070059,0,4,1,0,1
ET070059,1,64,1,1,1
ET070059,2,44,2,1,1
ET070059,3,17,1,7,1
ET070059,4,12,1,7,1
ET070059,5,11,2,7,1
ET070059,15,8,2,7,1
ET070060,0,5,1,0,1
ET070060,1,34,1,1,1
ET070060,2,30,2,1,1
ET070060,3,10,1,7,1
ET070060,4,3,1,7,1
ET070061,0,5,2,0,1
ET070061,1,45,1,1,1
ET070061,2,36,2,1,1
ET070061,3,18,1,7,2
ET070061,4,11,2,7,1
ET070061,15,8,2,7,1
ET070061,16,2,1,7,1
ET070061,17,0,2,7,1
ET070062,0,5,1,0,1
ET070062,1,46,1,1,1
ET070062,2,35,2,1,1
ET070062,3,15,1,7,1
ET070062,4,12,2,7,1
ET070062,5,10,2,7,1
ET070062,15,8,1,7,1
ET070063,0,5,2,0,1
ET070063,1,39,1,1,1
ET070063,2,31,2,1,1
ET070063,15,8,1,7,1
ET070063,16,3,1,7,1
ET070063,17,1,1,7,1
ET070064,0,4,2,0,1
ET070064,1,54,1,1,1
ET070064,2,44,2,1,1
ET070064,3,17,2,7,2
ET070064,4,14,2,7,1
ET070064,5,11,1,7,1
ET070064,6,9,2,7,1
ET070064,15,7,2,7,1
ET070065,0,5,1,0,1
ET070065,1,54,1,1,1
ET070065,2,44,2,1,1
ET070065,3,19,2,7,2
ET070065,4,17,2,7,1
ET070065,15,8,1,7,1
ET070066,0,4,1,0,1
ET070066,1,32,1,1,1
ET070066,2,29,2,1,1
ET070066,3,16,2,13,1
ET070066,4,9,1,7,1
ET070067,0,5,2,0,1
ET070067,1,39,1,1,1
ET070067,2,32,2,1,1
ET070067,3,15,1,7,1
ET070067,4,12,2,7,1
ET070067,5,9,1,7,1
ET070067,6,2,1,7,1
ET070068,0,4,2,0,1
ET070068,1,33,1,1,1
ET070068,2,31,2,1,1
ET070068,3,12,1,7,1
ET070068,4,9,1,7,1
ET070069,0,4,2,0,1
ET070069,1,49,1,1,1
ET070069,2,29,2,1,1
ET070069,3,15,2,7,1
ET070069,4,10,1,7,1
ET070069,15,7,1,7,1
ET070070,0,5,2,0,1
ET070070,1,28,1,1,1
ET070070,2,22,2,1,1
ET070071,0,5,1,0,1
ET070071,1,40,1,1,1
ET070071,2,29,2,1,1
ET070071,3,14,1,7,1
ET070071,4,12,1,7,1
ET070071,5,3,1,7,1
ET070072,0,4,1,0,1
ET070072,1,34,1,1,1
ET070072,2,24,2,1,1
ET070072,3,2,2,7,1
ET070073,0,4,2,0,1
ET070073,1,32,1,1,1
ET070073,2,27,2,1,1
ET070073,3,9,2,7,1
ET070073,4,3,2,7,1
ET070074,0,4,1,0,1
ET070074,1,44,1,1,1
ET070074,2,34,2,1,1
ET070074,3,19,2,7,1
ET070074,4,16,1,7,1
ET070074,5,14,1,7,1
ET070074,6,11,1,7,1
ET070074,15,8,2,7,1
ET070075,0,5,1,0,1
ET070075,1,29,1,1,1
ET070075,2,24,2,1,1
ET070075,3,3,2,7,1
ET070075,4,0,2,7,1
ET070076,0,4,2,0,1
ET070076,1,39,1,1,1
ET070076,2,32,2,1,1
ET070076,3,19,2,7,2
ET070076,4,12,2,7,1
ET070076,5,2,2,7,1
ET070077,0,4,2,0,1
ET070077,1,33,2,1,1
ET070077,2,0,1,7,1
ET070078,0,5,1,0,1
ET070078,1,39,1,1,1
ET070078,2,25,2,1,1
ET070078,3,0,2,7,1
ET070079,0,4,1,0,1
ET070079,1,50,1,1,2
ET070079,2,37,2,1,1
ET070079,3,19,1,7,1
ET070080,0,4,2,0,1
ET070080,1,35,1,1,1
ET070080,2,26,2,1,1
ET070080,15,7,1,7,1
ET070080,16,2,1,7,1
ET070081,0,5,1,0,1
ET070081,1,76,1,6,1
ET070081,2,71,2,5,1
ET070081,3,29,2,1,1
ET070081,4,19,1,13,1
ET070081,5,19,1,13,1
ET070081,6,19,2,20,1
ET070081,7,18,2,13,1
ET070081,8,14,1,20,1
ET070081,9,11,1,14,1
ET070082,0,4,2,0,1
ET070082,1,43,2,1,3
ET070082,2,22,1,7,2
ET070082,3,19,2,7,2
ET070082,4,16,1,7,2
ET070082,5,12,2,7,2
ET070082,6,48,1,22,1
ET070082,7,42,2,13,1
ET070082,8,14,2,19,1
ET070082,9,12,1,19,1
ET070082,10,9,1,19,1
ET070082,11,7,2,19,1
ET070083,0,5,1,0,1
ET070083,1,41,1,1,1
ET070083,2,33,2,1,1
ET070083,3,16,2,13,1
ET070083,4,12,1,7,1
ET070083,15,8,2,7,1
ET070083,16,50,2,13,1
ET070084,0,5,2,0,1
ET070084,1,66,1,6,1
ET070084,2,54,2,5,1
ET070084,3,29,1,1,1
ET070084,4,28,2,1,2
ET070084,5,24,1,13,1
ET070084,6,19,2,13,1
ET070084,7,16,1,13,1
ET070084,8,12,2,13,1
ET070085,0,4,2,0,1
ET070085,1,78,2,5,2
ET070085,2,49,1,1,1
ET070085,3,28,2,1,1
ET070086,0,5,2,0,1
ET070086,1,43,1,1,1
ET070086,2,32,2,1,1
ET070086,3,11,2,9,1
ET070086,4,9,1,7,1
ET070087,0,5,1,0,1
ET070087,1,55,2,5,1
ET070087,2,25,2,1,2
ET070087,3,22,2,13,1
ET070088,0,5,1,0,1
ET070088,1,54,1,1,1
ET070088,2,34,2,1,1
ET070088,3,16,1,7,1
ET070088,4,12,1,7,1
ET070088,5,9,1,7,1
ET070088,6,3,2,7,1
ET070088,7,0,1,7,1
ET070089,0,4,2,0,1
ET070089,1,50,1,1,1
ET070089,2,37,2,1,1
ET070089,3,18,2,7,1
ET070089,4,16,1,7,1
ET070089,5,14,2,7,1
ET070089,6,12,1,7,1
ET070090,0,5,1,0,1
ET070090,1,35,1,1,1
ET070090,2,29,2,1,1
ET070090,15,8,2,7,1
ET070090,16,2,2,7,1
ET070090,17,0,1,7,1
ET070091,0,4,1,0,1
ET070091,1,44,1,1,1
ET070091,2,31,2,1,1
ET070091,3,14,2,7,1
ET070091,4,11,2,7,1
ET070091,15,7,2,7,1
ET070091,16,0,2,7,1
ET070092,0,5,2,0,1
ET070092,1,56,2,5,1
ET070092,2,24,2,1,1
ET070092,3,11,1,9,1
ET070092,15,8,1,9,1
